,account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
3659,81.0,0.0,233.8,77.0,37.54,148.5,87.0,12.62,183.9,100.0,8.28,7.6,3.0,2.748,2.0
3660,86.0,0.0,216.3,96.0,36.77,266.3,82.8,22.64,214.0,110.0,9.63,4.5,3.0,1.22,0.0
3661,84.0,0.0,169.5,109.0,28.82,157.6,94.0,13.4,98.2,70.0,6.464000000000001,10.6,7.0,2.86,0.0
3662,118.0,35.0,256.3,119.0,43.57,258.1,91.0,21.94,215.5,130.0,9.7,11.7,1.0,3.16,1.0
3663,89.0,0.0,179.7,128.0,30.55,299.8,92.0,25.536,185.3,120.0,8.34,7.6,3.0,2.05,1.0
3664,93.0,0.0,266.0,120.0,45.22,130.1,84.0,11.06,165.8,63.0,7.46,13.1,6.0,3.54,3.0
3665,85.0,0.0,96.7,99.0,16.44,195.71999999999997,95.0,16.47,171.7,88.0,7.73,9.7,3.0,2.62,2.0
3666,160.0,7.0,82.7,116.0,14.06,194.6,95.0,16.54,159.0,54.0,7.214,10.9,9.0,2.94,0.0
3667,28.0,0.0,168.2,87.0,28.59,192.66,92.0,13.74,192.4,112.0,8.66,10.1,3.0,2.73,3.0
3668,73.0,0.0,286.4,109.0,48.69,178.2,67.0,16.352,214.2,152.0,9.64,10.7,14.0,2.89,1.0
3669,156.0,0.0,174.3,95.0,29.63,186.6,128.0,15.86,258.2,105.0,11.62,12.9,5.0,3.48,3.0
3670,33.0,0.0,190.6,100.0,32.4,161.7,104.0,13.74,189.9,136.0,8.55,13.0,6.0,3.51,1.0
3671,77.0,0.0,175.5,99.2,29.84,205.1,91.0,17.43,245.2,100.0,11.03,17.8,3.0,4.81,4.0
3672,119.0,0.0,133.4,102.0,24.546,204.6,71.0,17.39,196.9,103.0,8.86,11.1,7.0,3.0,1.0
3673,91.0,27.0,204.6,96.0,34.78,136.0,93.0,11.56,210.5,82.0,9.47,6.6,2.0,1.78,3.0
3674,102.0,0.0,242.2,88.0,41.17,233.2,89.0,19.82,188.5,121.0,8.48,6.2,6.0,1.67,3.0
3675,86.0,24.6,253.1,112.0,43.03,210.1,94.0,17.86,95.0,98.0,4.27,11.9,4.0,3.21,3.0
3676,82.0,0.0,130.0,110.0,26.848000000000003,185.3,88.0,15.75,178.7,99.8,8.04,8.3,4.0,2.24,0.0
3677,89.0,0.0,105.9,151.0,18.0,189.6,142.0,16.032000000000004,170.9,67.0,7.69,12.7,7.0,3.43,0.0
3678,86.0,0.0,194.2,98.0,33.01,193.8,95.0,16.47,192.0,123.0,8.64,10.180000000000001,4.8,2.51,3.0
3679,134.0,0.0,211.82000000000002,111.0,31.25,123.5,105.4,10.5,160.7,105.0,7.312,6.1,2.0,1.65,1.0
3680,92.0,0.0,196.5,82.0,33.41,190.0,89.0,16.15,163.2,99.0,7.34,10.8,2.0,2.92,2.0
3681,87.0,0.0,184.5,81.0,29.040000000000003,172.0,103.0,15.16,183.4,96.0,8.25,13.7,3.4,3.7,3.0
3682,64.0,0.0,229.5,113.0,44.52,148.1,99.0,13.264,145.2,74.0,6.53,13.8,4.0,3.73,0.0
3683,80.0,11.8,202.4,118.0,34.41,260.2,67.0,22.12,177.4,112.0,7.98,9.2,5.0,2.48,3.0
3684,165.0,15.6,167.4,113.0,28.46,172.7,94.0,15.8,192.6,113.0,8.67,9.5,4.0,2.57,1.8
3685,153.0,22.0,167.7,104.0,28.51,246.8,91.0,20.98,203.9,117.0,9.18,7.5,11.0,2.03,1.0
3686,41.0,30.0,191.7,109.0,32.59,193.0,86.0,16.41,199.42,93.0,6.72,11.1,3.8,3.0,1.0
3687,108.0,0.0,240.2,78.0,40.83,230.3,109.0,19.58,217.0,83.0,9.76,5.2,1.0,1.4,2.0
3688,104.0,26.0,189.1,112.0,32.15,178.2,93.6,15.15,199.3,104.0,8.97,11.1,4.0,3.0,1.0
3689,115.0,0.0,127.7,67.0,21.71,182.9,90.0,15.55,172.9,92.0,7.78,11.02,7.0,2.86,1.0
3690,87.0,0.0,225.2,106.0,34.88,99.5,122.0,8.46,189.5,75.0,8.53,13.4,3.0,3.62,1.0
3691,159.0,23.0,174.38,93.0,26.11,216.9,93.8,18.44,161.3,91.0,7.26,12.6,3.0,2.4240000000000004,2.0
3692,119.0,0.0,154.5,129.0,26.27,193.6,87.0,16.46,180.9,145.0,8.14,13.4,3.0,3.62,2.0
3693,69.0,17.2,143.9,109.0,26.13,194.0,105.0,16.49,256.1,114.0,11.52,14.1,6.0,3.81,1.0
3694,87.0,36.0,171.2,138.0,29.1,185.8,102.0,14.874,227.6,97.0,10.24,10.8,3.0,2.92,1.0
3695,93.0,0.0,328.1,106.0,43.634,151.7,89.0,12.89,303.5,114.0,13.66,8.7,3.0,2.35,1.0
3696,154.0,0.0,160.28,69.0,24.8,208.2,141.0,17.7,180.9,106.0,8.14,14.4,10.0,3.89,0.0
3697,57.0,37.0,201.2,76.0,34.2,280.1,122.0,18.57,154.2,110.0,6.94,11.8,1.0,3.19,1.0
3698,130.0,0.0,139.1,72.0,23.65,246.0,112.0,20.91,207.2,121.0,9.32,11.4,9.0,3.08,5.0
3699,151.0,0.0,118.9,128.0,21.218,278.3,65.0,23.66,194.8,61.0,8.77,10.88,10.0,3.56,2.0
3700,162.0,0.0,217.6,87.0,36.99,279.0,71.0,23.72,221.34,65.0,11.28,10.4,4.0,2.81,2.0
3701,60.0,0.0,166.88,133.0,24.65,209.1,92.0,17.984,328.5,112.0,14.78,14.6,2.0,3.94,1.0
3702,81.0,0.0,203.5,89.0,34.6,239.38000000000002,69.0,24.62,212.9,93.0,9.58,8.7,3.0,2.35,3.0
3703,132.0,0.0,240.1,115.0,40.82,150.26,91.0,15.33,133.4,111.2,6.0,8.0,6.0,2.16,3.0
3704,86.0,0.0,83.8,121.0,14.25,240.2,100.6,20.42,158.6,108.0,7.14,6.7,8.0,1.81,1.0
3705,136.0,0.0,269.8,106.0,45.87,228.8,101.0,19.45,257.5,106.0,12.168,10.1,8.0,2.73,1.0
3706,121.0,21.0,126.3,84.0,21.47,209.6,102.0,17.82,192.5,129.0,8.66,10.6,2.0,2.86,1.0
3707,105.0,15.0,88.1,125.0,14.98,175.9,142.0,14.95,269.9,85.0,12.15,9.7,1.0,2.62,2.0
3708,105.0,34.0,218.5,61.0,37.15,196.7,74.0,15.406,151.1,103.0,6.8,9.34,4.0,2.67,2.0
3709,51.0,16.2,236.8,61.0,40.26,263.4,97.0,22.39,181.1,91.0,8.15,11.2,8.0,3.02,1.0
3710,64.0,0.0,124.1,117.0,27.770000000000003,192.8,108.0,16.39,162.9,91.8,7.33,8.040000000000001,5.0,1.73,3.0
3711,80.0,30.0,184.2,132.0,31.31,167.5,109.0,14.24,212.8,114.0,9.58,10.0,10.0,2.7,0.0
3712,56.0,0.0,216.35999999999999,133.0,37.86,277.0,89.0,19.436,101.8,84.6,4.58,13.6,4.0,3.67,4.0
3713,120.0,0.0,149.2,98.0,25.36,193.6,88.0,16.46,248.9,119.0,9.184000000000001,11.1,5.0,3.0,1.0
3714,103.0,0.0,206.5,125.0,35.11,180.2,91.8,15.32,220.6,95.0,9.93,12.2,4.0,3.29,3.0
3715,164.0,27.0,159.7,102.0,27.15,168.8,113.0,14.246,244.1,127.0,10.98,9.6,9.0,2.59,3.0
3716,116.0,27.0,204.7,118.0,34.8,209.4,91.0,17.8,194.67999999999998,67.0,9.58,7.0,2.0,1.89,2.0
3717,121.0,6.4,213.2,79.0,36.24,120.7,112.0,10.26,244.4,102.0,11.0,7.5,4.0,2.436,1.0
3718,55.0,0.0,269.6,121.0,45.83,171.7,91.0,13.959999999999999,219.0,98.0,9.86,8.2,6.0,2.21,1.0
3719,183.0,0.0,148.44,92.0,19.84,213.8,112.0,18.346000000000004,214.3,112.0,9.64,9.7,6.0,2.62,2.0
3720,104.0,0.0,171.29999999999998,101.0,31.902000000000005,235.5,117.0,20.02,102.0,146.0,4.59,13.0,5.0,2.844,0.0
3721,90.0,0.0,140.2,97.0,23.83,213.9,105.8,18.18,120.0,126.0,5.4,7.1,2.0,1.92,1.0
3722,82.0,11.6,197.7,101.0,33.61,127.6,83.0,10.85,142.1,103.0,6.39,13.5,3.0,3.65,1.0
3723,101.0,0.0,136.2,92.0,23.15,220.9,110.0,18.78,196.9,116.0,8.86,13.3,7.0,3.59,3.0
3724,9.0,16.0,157.33999999999997,87.0,24.434000000000005,178.8,108.0,15.2,215.3,96.0,8.79,11.5,3.0,3.11,2.0
3725,97.0,0.0,215.3,58.0,36.6,242.4,91.0,20.6,279.8,105.0,12.59,12.1,9.0,3.27,0.0
3726,94.0,0.0,269.2,104.0,43.256,193.8,144.0,17.221999999999998,257.6,61.0,11.59,8.9,2.0,2.4,3.0
3727,127.0,25.0,203.8,118.0,34.65,267.1,48.0,22.7,225.1,105.0,10.13,7.3,5.0,1.97,0.0
3728,125.0,34.0,232.44,112.0,45.63,222.2,108.0,18.89,117.6,102.0,5.29,10.3,3.0,2.78,0.0
3729,140.0,0.0,159.1,104.0,26.062,269.8,106.0,22.93,203.06,116.0,9.92,10.3,4.0,2.84,1.4
3730,90.0,4.8,114.4,122.0,19.45,127.7,126.2,11.22,253.1,109.0,11.39,10.1,5.0,2.73,2.0
3731,67.0,0.0,138.9,65.0,23.61,208.9,109.0,17.76,246.01999999999998,82.0,10.46,9.2,3.0,2.48,2.0
3732,113.0,0.0,186.0,55.0,31.62,237.4,105.0,20.18,148.1,83.0,6.66,12.2,6.0,3.29,1.0
3733,121.0,26.0,170.4,91.0,28.97,254.5,90.0,23.696,219.6,122.0,9.88,15.1,5.0,4.08,0.0
3734,93.0,0.0,164.5,95.0,27.97,230.9,87.0,19.63,149.9,91.0,6.75,9.9,3.0,2.67,4.0
3735,121.0,0.0,168.6,121.0,28.66,168.6,94.0,20.044,95.3,59.0,4.29,12.3,4.0,3.32,1.0
3736,53.0,0.0,261.2,119.0,44.4,250.8,105.0,21.657999999999998,176.0,97.6,7.92,9.8,2.0,2.65,0.0
3737,75.0,0.0,190.5,82.0,32.39,178.4,75.0,15.16,162.4,113.0,7.31,13.1,5.0,3.54,1.0
3738,132.0,0.0,181.1,121.0,30.366000000000003,314.4,109.0,23.024,246.7,81.0,11.1,4.2,6.6,1.13,2.0
3739,162.0,0.0,177.1,131.0,30.11,114.7,122.0,18.130000000000003,153.6,90.2,7.944,6.5,6.0,1.76,3.0
3740,140.0,0.0,160.5,114.0,27.29,240.5,103.0,20.44,233.5,121.0,10.51,11.3,3.6,3.05,1.0
3741,91.0,0.0,134.7,116.0,22.9,295.3,98.0,25.1,195.5,121.0,8.8,6.6,3.4,1.78,2.0
3742,73.0,28.0,198.2,107.0,33.69,139.1,123.0,11.82,199.1,123.6,8.96,8.8,1.0,2.38,2.0
3743,95.0,0.0,228.9,134.0,38.91,255.7,71.0,21.73,208.0,120.0,9.36,10.1,2.0,2.73,4.0
3744,145.0,0.0,241.7,137.0,41.09,135.8,100.0,12.506,277.6,123.0,12.49,13.1,4.0,3.3560000000000003,0.0
3745,100.0,0.0,131.1,108.0,22.29,176.2,81.0,14.98,89.7,81.0,4.04,4.3,4.0,1.16,1.0
3746,122.0,0.0,234.1,101.0,39.8,200.2,121.0,17.02,237.4,89.0,10.68,13.1,9.0,3.54,2.0
3747,109.0,0.0,200.1,72.0,34.02,300.9,120.0,25.58,214.32,68.0,10.62,11.9,5.0,3.21,0.0
3748,82.0,0.0,154.0,107.0,26.18,94.4,114.0,8.02,287.6,95.0,12.94,10.1,5.6,2.73,1.0
3749,65.0,17.6,224.2,106.0,38.11,189.6,100.0,16.12,222.8,75.0,10.03,9.8,4.0,2.65,0.0
3750,52.0,0.0,148.3,83.0,25.21,181.6,79.0,17.267999999999997,155.6,104.0,7.0,8.3,6.0,2.24,3.0
3751,136.0,24.0,174.6,76.0,29.68,176.6,114.0,14.686000000000002,214.4,91.0,9.65,8.8,5.0,2.38,2.0
3752,75.0,13.8,160.66000000000003,110.0,23.55,153.2,86.0,12.941999999999998,215.6,103.0,9.7,11.1,7.0,3.0,1.0
3753,146.0,0.0,109.0,69.0,26.776,265.8,92.2,22.59,228.3,93.8,10.1,12.6,2.0,3.4,1.0
3754,105.0,0.0,162.3,99.0,23.818,212.5,95.0,18.06,214.7,114.0,9.66,11.1,5.6,3.0,4.0
3755,48.0,0.0,210.8,84.0,35.84,189.6,98.0,16.568,157.6,99.0,7.09,16.4,3.0,4.43,2.0
3756,45.0,0.0,142.4,107.0,24.21,318.7,78.0,27.09,224.1,108.0,10.08,9.239999999999998,7.0,3.0,1.0
3757,106.0,37.0,223.5,104.0,38.0,235.1,99.0,19.98,140.1,90.0,6.3,10.6,5.0,2.86,2.0
3758,33.0,0.0,182.5,65.0,31.03,232.1,96.0,19.73,149.2,82.0,6.71,7.5,3.2,2.03,2.0
3759,68.0,0.0,194.3,97.0,37.33,141.1,121.0,11.99,205.7,101.0,9.26,10.8,4.0,2.92,2.0
3760,106.0,0.0,193.6,66.0,32.91,238.2,82.0,20.25,176.4,107.0,7.94,12.9,3.0,3.48,0.0
3761,141.0,0.0,192.4,135.0,32.71,156.9,87.0,13.34,175.8,82.0,7.91,11.0,6.0,2.97,0.0
3762,98.0,0.0,236.2,100.2,40.15,189.4,110.0,14.894,153.6,104.0,6.91,13.3,4.0,3.59,0.0
3763,94.0,28.0,233.2,88.0,39.99,113.3,102.0,14.651999999999997,118.0,71.0,5.31,16.1,4.0,4.35,0.0
3764,65.0,0.0,158.8,99.8,27.0,188.5,109.8,16.02,189.3,87.0,8.52,9.8,4.0,2.65,2.0
3765,85.0,0.0,126.1,105.2,23.038,274.7,126.0,23.35,184.4,95.0,8.3,9.8,4.0,2.65,1.0
3766,71.0,0.0,290.4,108.0,49.37,253.9,92.0,21.58,263.3,126.0,11.85,10.1,4.4,2.73,3.0
3767,112.0,30.0,60.6,113.0,10.3,184.71999999999997,96.0,14.1,132.8,99.0,7.258,13.3,7.0,3.59,0.0
3768,110.0,0.0,148.4,102.4,25.23,193.8,98.0,16.47,206.0,106.0,9.27,6.9,6.0,1.86,0.0
3769,111.0,0.0,246.5,108.0,41.91,182.24,89.0,16.468,179.6,99.0,8.08,12.7,3.0,3.43,2.0
3770,74.0,0.0,298.1,112.0,50.68,201.3,100.0,17.11,214.7,88.0,9.66,9.7,4.0,2.62,2.0
3771,105.0,0.0,119.3,82.0,20.28,185.1,111.0,15.73,157.0,74.0,7.07,11.72,4.0,2.94,2.0
3772,40.0,0.0,242.5,82.0,41.23,232.9,97.0,19.8,154.0,86.0,6.93,9.6,7.0,2.59,0.0
3773,128.0,18.0,222.1,89.0,37.956,160.6,109.0,13.65,218.8,102.0,9.85,13.6,2.0,3.67,0.0
3774,123.0,0.0,236.2,135.0,40.15,273.9,88.0,23.28,227.0,77.0,10.22,10.1,6.0,2.73,2.0
3775,122.0,0.0,144.2,87.0,26.324,212.2,74.0,18.04,173.34,87.0,7.62,9.5,4.0,2.57,0.0
3776,114.0,19.0,154.6,100.0,26.28,241.6,109.0,20.54,160.0,112.0,7.2,12.6,1.0,3.4,3.0
3777,102.0,25.0,154.06,100.0,23.36,176.7,83.0,15.02,188.2,87.8,8.47,10.2,6.0,2.75,2.0
3778,126.0,0.0,103.7,93.0,17.63,127.0,107.0,10.8,329.3,66.0,14.82,11.36,1.0,3.89,0.0
3779,150.0,0.0,136.6,112.0,23.22,201.48000000000002,81.0,17.8,186.38000000000002,78.0,7.25,12.2,2.0,3.29,4.0
3780,60.0,0.0,289.8,105.0,49.27,255.6,115.0,21.73,242.8,76.0,10.93,9.26,4.0,3.16,2.0
3781,123.0,16.0,214.71999999999997,85.0,44.35,168.5,103.0,17.028,178.3,91.0,8.02,13.3,5.0,3.59,3.0
3782,138.0,0.0,196.2,129.0,33.35,176.5,86.0,14.95,232.4,108.0,10.46,15.2,1.0,4.1,0.0
3783,29.0,0.0,195.6,71.0,33.25,126.4,86.6,10.74,148.6,87.0,6.69,14.2,4.0,3.83,1.0
3784,111.0,0.0,222.2,96.0,37.77,162.5,111.0,13.81,184.9,119.6,8.32,11.9,7.0,3.21,4.0
3785,37.0,0.0,172.9,119.0,29.39,203.35999999999999,86.0,14.195999999999998,226.4,100.0,10.19,9.8,1.8,2.65,0.0
3786,111.0,0.0,249.8,109.0,42.47,242.4,106.0,20.6,185.3,78.0,10.43,13.219999999999999,4.0,3.13,0.0
3787,81.0,0.0,154.5,90.0,26.27,216.2,91.0,18.38,229.8,82.0,10.34,13.7,3.6,3.7,1.0
3788,46.0,0.0,90.4,108.0,15.37,276.2,80.0,23.48,146.5,111.0,6.59,12.7,2.0,3.43,1.0
3789,69.0,27.0,268.8,78.0,38.553999999999995,246.6,89.0,20.96,271.9,102.0,12.24,16.4,3.0,4.43,0.0
3790,125.0,0.0,106.1,95.0,18.04,157.6,113.0,14.754,192.5,69.0,8.66,9.379999999999999,3.0,2.19,1.0
3791,43.0,0.0,27.0,111.2,4.59,160.9,97.0,13.68,279.5,96.0,12.58,9.559999999999999,3.0,2.89,3.0
3792,127.0,10.8,140.1,59.0,23.82,223.4,116.2,18.99,257.9,73.0,11.61,3.8,10.0,1.03,1.0
3793,94.0,0.0,245.0,112.0,41.65,180.4,91.0,15.33,262.9,105.0,11.284,9.7,6.0,2.756,1.0
3794,46.0,22.8,196.7,86.6,33.44,205.9,74.0,17.5,216.6,112.0,9.75,11.2,5.0,3.02,3.0
3795,73.0,26.0,131.2,98.0,22.3,106.5,97.0,9.05,221.7,96.0,9.98,10.2,6.0,2.75,2.4
3796,146.0,23.0,149.6,96.0,25.43,239.8,124.0,20.38,293.5,135.0,13.21,7.4,4.0,2.0,2.0
3797,93.0,0.0,239.8,70.0,40.77,205.67999999999998,99.0,21.4,168.6,112.0,7.59,10.9,10.0,2.94,1.0
3798,52.0,31.0,142.1,77.0,24.16,193.0,97.0,16.41,253.4,88.0,11.4,11.379999999999999,4.0,2.9,1.0
3799,202.0,0.0,115.4,137.0,19.62,178.7,70.0,15.004,185.7,113.0,8.36,6.0,3.0,1.62,3.0
3800,129.0,31.0,193.0,99.0,32.81,224.8,87.0,19.11,197.6,91.0,8.89,10.3,8.0,2.78,2.0
3801,94.0,0.0,170.5,49.0,35.04,224.6,115.0,19.09,256.7,92.2,11.55,13.0,1.0,3.51,1.0
3802,100.0,0.0,160.3,138.0,27.25,221.3,92.0,18.81,150.4,120.0,6.77,11.2,2.0,3.02,0.0
3803,43.0,0.0,199.9,108.0,33.98,288.4,80.0,24.51,180.6,103.0,8.13,11.3,7.0,3.05,1.0
3804,130.0,0.0,213.1,105.0,36.23,206.2,108.0,15.435999999999998,163.4,93.0,7.35,8.9,3.0,2.4,0.0
3805,124.0,0.0,178.3,102.0,30.31,235.0,120.0,19.98,239.7,119.0,10.79,10.9,1.0,2.94,3.0
3806,92.0,0.0,252.3,120.0,42.89,222.16000000000003,112.0,17.6,284.6,95.0,12.81,12.0,5.0,3.24,1.4
3807,48.0,0.0,197.7,64.0,33.61,136.7,126.0,11.62,244.4,81.0,11.0,13.2,5.0,3.56,4.0
3808,98.0,29.0,111.1,105.0,18.89,217.9,101.0,18.52,248.1,108.0,11.16,6.6,3.0,2.694,2.0
3809,100.0,0.0,96.5,86.0,16.41,206.68,133.0,17.87,146.4,106.0,7.403999999999999,12.5,4.0,3.38,1.0
3810,79.0,13.6,156.9,109.0,26.67,122.2,87.0,10.39,189.1,103.0,9.208000000000002,11.3,5.0,3.05,3.0
3811,164.0,0.0,123.3,78.0,20.96,170.0,85.0,14.696000000000002,165.9,78.0,7.47,12.7,2.0,3.43,1.0
3812,105.0,0.0,193.7,108.0,32.93,183.2,124.0,15.57,293.7,72.0,13.22,10.8,5.0,2.92,1.0
3813,89.0,0.0,206.9,134.0,35.17,167.7,105.0,14.669999999999998,155.7,86.0,7.01,11.28,4.0,2.94,0.0
3814,126.0,0.0,249.8,96.0,42.47,261.9,92.0,22.26,166.8,108.0,7.51,12.7,3.4,3.43,3.0
3815,96.0,6.0,144.0,102.0,24.48,224.7,73.0,17.56,227.7,91.0,10.25,10.0,5.0,2.7,1.0
3816,120.0,13.2,299.5,83.0,50.92,180.18,84.0,13.89,146.7,88.0,6.6,11.6,5.0,3.46,0.0
3817,212.0,0.0,226.0,127.0,38.42,304.6,83.0,25.89,181.2,132.0,8.15,12.6,4.0,3.4,2.0
3818,72.0,0.0,137.6,98.8,33.232,192.1,94.0,15.451999999999998,273.7,104.2,12.32,10.32,6.0,2.59,2.0
3819,155.0,5.2,211.7,121.0,35.99,139.2,123.0,11.83,146.7,89.0,6.6,10.46,3.0,3.0,1.0
3820,89.0,7.2,89.7,80.0,15.25,179.8,81.0,15.28,145.7,120.0,6.56,9.5,4.0,2.57,2.0
3821,126.0,0.0,197.6,126.0,33.172000000000004,246.5,112.0,20.95,285.3,104.0,12.84,12.5,8.0,3.38,2.0
3822,172.0,0.0,270.0,102.0,45.9,256.6,111.0,16.436,168.5,104.0,7.58,12.0,5.0,3.24,2.0
3823,75.0,0.0,224.7,116.0,38.2,192.0,79.0,16.32,212.2,98.0,9.55,11.3,11.0,3.05,3.0
3824,143.0,0.0,194.3,99.0,33.03,123.6,133.0,10.51,193.78000000000003,91.0,8.722,10.2,2.0,2.75,2.0
3825,166.0,12.0,47.7,89.0,8.11,264.4,95.0,22.47,235.2,97.0,10.58,13.2,3.0,3.434,0.0
3826,132.0,0.0,190.1,105.0,31.694,182.2,118.6,15.49,279.8,105.0,12.59,13.0,2.0,3.51,1.0
3827,94.0,0.0,89.5,94.0,15.22,339.9,106.0,28.89,172.9,76.0,7.78,7.9,1.0,2.13,1.0
3828,99.0,0.0,182.6,83.0,31.04,154.5,111.0,13.13,196.0,57.0,8.82,12.1,5.0,3.27,0.0
3829,136.0,35.0,205.5,91.6,34.94,298.5,119.0,22.055999999999997,214.2,104.0,9.64,6.9,4.0,1.86,1.0
3830,119.0,4.8,231.5,82.0,32.176,266.9,97.0,22.69,211.0,118.0,9.49,7.4,10.0,2.0,1.0
3831,115.0,0.0,251.3,69.0,42.72,252.5,96.0,19.970000000000002,118.3,112.0,5.32,9.9,4.0,2.7199999999999998,3.0
3832,160.0,0.0,171.2,103.0,31.676,254.26000000000005,121.0,20.7,178.2,92.0,8.02,13.0,4.2,3.51,2.0
3833,166.0,0.0,197.9,89.0,33.64,251.0,113.0,21.34,138.3,85.0,6.22,11.2,2.0,3.02,2.0
3834,120.0,0.0,134.8,94.0,22.92,204.1,106.0,17.35,238.4,109.0,10.73,6.7,8.0,1.81,1.0
3835,173.0,0.0,191.4,114.0,32.54,168.5,138.0,16.866,109.3,99.0,4.92,10.3,3.0,2.932,1.0
3836,156.0,0.0,184.26,65.0,29.67,197.4,116.0,16.78,238.5,86.0,10.73,10.6,3.0,2.86,0.0
3837,70.0,0.0,177.4,125.0,30.16,226.2,104.0,19.23,254.1,72.0,11.43,10.9,4.0,2.94,0.0
3838,41.0,0.0,182.1,85.4,30.96,211.5,104.0,17.98,207.4,124.0,9.33,6.8,3.4,1.84,1.0
3839,132.0,0.0,222.4,85.0,37.81,165.4,88.4,14.06,208.4,97.0,9.38,11.2,4.0,3.02,0.0
3840,47.0,0.0,47.8,120.0,8.13,178.9,97.2,15.21,152.6,96.0,6.87,13.3,7.0,3.59,0.0
3841,160.0,0.0,121.8,97.0,20.71,89.3,97.0,7.59,150.7,92.0,6.78,10.3,5.0,2.78,1.0
3842,180.0,0.0,143.5,122.0,23.186,189.3,111.0,16.729999999999997,174.9,82.0,7.87,8.8,5.0,2.38,3.0
3843,93.0,0.0,190.42000000000002,68.0,28.03,210.4,86.0,17.88,229.4,104.0,10.32,7.8,3.0,2.11,2.0
3844,109.0,0.0,193.6,58.0,32.91,176.0,115.0,14.589999999999998,282.5,105.0,12.71,13.1,4.2,3.54,2.0
3845,80.0,0.0,101.1,118.8,17.19,263.2,110.0,22.37,137.7,74.0,6.2,7.3,5.0,1.97,0.0
3846,54.0,4.8,92.3,88.0,15.69,193.1,98.0,16.41,99.3,119.0,4.47,11.6,3.0,3.13,2.0
3847,121.0,0.0,169.1,128.0,28.71,123.9,99.0,10.53,266.3,105.0,11.98,2.9,7.0,0.78,2.0
3848,157.0,29.0,219.2,102.0,36.68,206.0,109.0,17.51,192.4,102.0,8.66,15.0,5.0,4.05,1.0
3849,170.0,37.0,169.7,130.0,28.85,242.8,103.0,20.64,243.0,93.0,10.93,13.0,4.0,3.51,0.0
3850,138.0,0.0,146.5,101.0,24.91,284.5,142.0,24.18,176.0,98.0,8.036,14.0,6.0,3.2739999999999996,3.0
3851,92.0,16.6,172.3,107.0,30.186,266.2,91.0,22.63,228.2,90.0,10.27,11.8,5.0,3.19,1.0
3852,126.0,0.0,190.9,143.0,32.45,149.7,99.6,12.72,191.4,87.0,8.61,13.0,3.2,3.51,1.0
3853,41.0,0.0,232.1,74.0,39.46,327.1,88.0,27.8,226.5,119.0,10.19,10.9,2.0,2.94,3.0
3854,167.0,0.0,169.2,124.0,28.76,173.3,108.0,14.73,216.5,64.0,9.74,12.4,4.0,3.35,4.0
3855,91.0,0.0,138.0,107.0,21.05,319.0,118.2,27.12,237.6,78.0,10.69,7.3,4.0,1.97,2.0
3856,127.0,0.0,96.0,117.0,16.32,177.0,68.0,15.05,162.2,127.0,7.3,10.16,4.0,2.62,3.0
3857,88.0,27.0,142.2,106.0,15.88,252.0,92.0,21.42,189.0,104.0,8.5,10.4,1.0,2.94,1.0
3858,113.0,0.0,90.6,130.0,15.4,188.8,100.0,14.5,137.4,74.0,6.18,5.4,9.0,1.46,1.0
3859,78.0,0.0,184.45999999999998,81.0,25.99,238.35999999999999,82.0,21.81,173.6,112.0,7.81,5.3,6.0,1.43,2.0
3860,123.0,0.0,257.9,92.0,43.84,221.2,71.0,17.99,189.3,104.0,8.52,9.4,2.0,2.54,2.0
3861,136.0,29.0,85.2,98.0,14.48,173.82,85.0,19.58,243.6,104.0,10.96,9.0,3.0,2.43,2.0
3862,68.0,34.0,160.0,108.2,27.2,184.5,119.0,18.214000000000002,208.3,101.0,9.37,6.1,6.2,1.65,1.0
3863,132.0,10.0,182.9,54.0,31.09,292.4,94.8,24.85,142.3,116.0,6.4,11.5,4.0,3.11,0.0
3864,133.0,0.0,216.2,79.8,36.75,222.2,133.0,18.89,192.0,95.0,8.64,3.1,1.0,0.84,2.0
3865,127.0,0.0,261.7,105.0,44.49,181.8,107.0,15.123999999999999,100.9,131.0,4.54,3.3,5.0,0.89,0.0
3866,110.0,0.0,241.2,105.0,41.0,174.3,85.0,14.82,245.3,59.0,11.04,8.5,4.0,2.0839999999999996,2.0
3867,121.0,0.0,177.2,142.0,30.12,123.5,88.0,10.5,213.2,51.0,9.59,8.4,6.0,2.27,1.0
3868,116.0,0.0,89.5,128.0,15.22,180.8,137.0,15.012,193.1,94.0,8.69,14.0,3.0,3.78,2.0
3869,112.0,16.0,200.3,72.0,34.05,197.8,91.0,16.81,151.1,92.0,6.8,10.4,3.0,2.81,1.0
3870,97.0,0.0,145.0,90.2,24.65,294.3,93.0,25.02,239.8,120.0,10.79,11.0,2.0,2.97,4.0
3871,43.0,0.0,159.5,99.0,27.12,119.7,112.2,12.886,173.9,126.0,7.83,6.8,3.0,1.84,2.0
3872,110.0,0.0,151.8,111.0,25.81,138.0,126.0,11.73,233.5,112.0,10.51,11.2,8.0,3.02,3.0
3873,67.0,0.0,176.2,120.0,29.95,236.0,138.0,20.06,152.5,104.0,6.86,10.6,4.0,2.86,1.0
3874,166.0,0.0,152.1,95.0,25.86,121.0,92.0,10.29,198.0,126.0,8.91,9.8,5.0,2.65,0.0
