"","firmcode","VC","age","country","industry","VCinv","logsales","logemp","logassets","logemp_1","logemp_2","logemp_3","logemp_4","logemp_5","logsales_1","logsales_2","logsales_3","logsales_4","logsales_5","logassets_1","logassets_2","logassets_3","logassets_4","logassets_5"
"211","7556",0,0,"UK","Software",0.00313574750907719,0,0,0,NA,NA,NA,NA,NA,4.42776823043823,4.41563272476196,4.16486358642578,3.8379123210907,4.18490314483643,3.36521220207214,2.8894670009613,3.18067145347595,1.41163420677185,1.80869579315186
"212","3125",0,15,"FRANCE","ICT manufacturing",0.00541679188609123,8.46789455413818,4.14313459396362,8.3874979019165,4.14313459396362,4.27666616439819,4.46590805053711,4.35670900344849,4.34380531311035,8.46627616882324,8.6031379699707,8.78648567199707,8.79815101623535,8.72947025299072,8.42881107330322,8.54365253448486,8.40012168884277,8.48745155334473,8.46290016174316
"213","5409",0,0,"ITALY","ICT manufacturing",0.0040629762224853,0,0,0,0,0.6931471824646,0.916290760040283,1.0986123085022,1.25276291370392,6.32603406906128,6.66856145858765,6.49224948883057,6.28662014007568,6.53005170822144,5.10935068130493,5.4245080947876,5.58102464675903,5.70777177810669,5.31787824630737
"214","2228",0,0,"FRANCE","Biotech",0.0089108906686306,0,0,0,NA,NA,2.70805025100708,2.89037179946899,2.89037179946899,NA,6.50778818130493,5.44343376159668,6.23265981674194,6.57538032531738,NA,7.46337461471558,7.66953182220459,7.75388383865356,7.47826290130615
"215","2351",0,0,"FRANCE","Biotech",0.0089108906686306,0,0,0,NA,NA,2.94443893432617,3.09104251861572,3.04452252388,4.2977089881897,5.17759799957275,6.7487301826477,6.85830640792847,6.86837387084961,5.61145257949829,7.10898113250732,7.63270425796509,7.61440896987915,7.51384973526001
"216","3941",0,0,"GERMANY","Software",0.00696331541985273,0,0,0,2.0794415473938,1.7917594909668,1.7917594909668,1.7917594909668,2.39789533615112,6.71941518783569,5.54113912582397,5.52649116516113,6.0850682258606,6.06872844696045,NA,NA,NA,NA,NA
"217","3002",0,9,"FRANCE","Internet",0.00268576550297439,4.82868909835815,1.3862943649292,5.12771272659302,1.60943794250488,NA,1.60943794250488,1.60943794250488,1.60943794250488,5.21181583404541,NA,5.06945466995239,5.35626649856567,5.5701003074646,5.02818727493286,NA,4.94156885147095,5.11013889312744,5.24822425842285
"218","7051",0,0,"UK","Robotics",0.00206185574643314,0,0,0,4.70048046112061,4.71849870681763,NA,NA,NA,3.30561900138855,3.12015986442566,NA,NA,NA,3.36521220207214,3.19263935089111,4.53530120849609,5.0768575668335,NA
"219","4303",0,0,"GERMANY","Biotech",0.0274285711348057,0,0,0,NA,NA,NA,0.6931471824646,0.6931471824646,NA,NA,NA,5.06591987609863,NA,NA,NA,NA,NA,NA
"220","6964",0,7,"UK","Software",0.00313574750907719,5.31047010421753,1.0986123085022,4.64332103729248,0.6931471824646,0.6931471824646,0.6931471824646,0.6931471824646,0.6931471824646,5.24770736694336,5.12189531326294,5.15617990493774,4.56206274032593,5.07299947738647,4.57098817825317,4.62341117858887,4.69113063812256,4.60801553726196,4.3767409324646
"221","312",0,1,"BELGIUM","Software",0.0054644807241857,5.34951210021973,1.0986123085022,5.37619781494141,1.0986123085022,0.6931471824646,0.6931471824646,NA,NA,NA,NA,NA,NA,NA,5.02393770217896,4.81579351425171,5.23977661132812,4.96783638000488,NA
"222","5617",0,12,"ITALY","Other R&D",0.00815660692751408,6.73323345184326,1.94591009616852,5.80723810195923,1.94591009616852,1.94591009616852,1.94591009616852,2.0794415473938,1.94591009616852,6.75953245162964,6.87280893325806,6.84792137145996,7.03746557235718,6.85503911972046,6.77240324020386,6.62296390533447,6.65256118774414,6.84716367721558,6.56210231781006
"223","7520",0,0,"UK","Software",0.00313574750907719,0,0,0,2.63905739784241,2.56494927406311,2.19722461700439,1.7917594909668,1.7917594909668,4.7987232208252,5.22412157058716,5.54993343353271,5.90223598480225,4.51234149932861,9.34591579437256,8.42019271850586,8.2491044998169,8.24864292144775,7.19346570968628
"224","6907",0,10,"UK","ICT manufacturing",0.0101458467543125,8.70401000976562,4.09434461593628,8.92380905151367,4.02535152435303,3.97029185295105,3.68887948989868,3.58351898193359,2.99573230743408,8.7722864151001,8.64525508880615,8.1258716583252,8.15579605102539,8.22236919403076,8.57867431640625,8.12711143493652,7.94260168075562,7.87315845489502,7.89729976654053
"225","7970",0,4,"UK","ICT manufacturing",0.0101458467543125,9.86125659942627,5.08140420913696,9.79239654541016,5.47227048873901,5.49306154251099,4.85981225967407,4.73619842529297,3.97029185295105,10.1752281188965,9.91768264770508,9.81307983398438,9.71134853363037,9.60595512390137,9.58977031707764,9.0271635055542,8.75001811981201,8.67056941986084,8.59763240814209
"226","6100",0,2,"SPAIN","Software",0.00876232236623764,7.34750461578369,3.465735912323,6.44188213348389,NA,NA,3.55534815788269,3.55534815788269,3.61091780662537,NA,NA,7.76833581924438,7.73984956741333,7.80544805526733,NA,NA,7.15940523147583,6.98959255218506,6.91758966445923
"227","5834",1,3,"SPAIN","Software",0.00876232236623764,8.06081485748291,3.85014748573303,7.40514755249023,0,5.09375,4.86753463745117,4.40671920776367,3.91202306747437,9.23356246948242,9.83001327514648,9.11845874786377,8.68479824066162,8.37810897827148,9.24245262145996,9.34892654418945,9.00399303436279,8.77483749389648,8.23807239532471
"228","6202",0,8,"SPAIN","Software",0.00876232236623764,5.8156304359436,0.6931471824646,5.92825269699097,1.60943794250488,1.94591009616852,1.7917594909668,1.7917594909668,NA,6.09034204483032,6.27357244491577,6.31342792510986,6.31293249130249,NA,6.0769853591919,6.02826261520386,6.28314733505249,6.73503112792969,NA
"229","248",0,0,"BELGIUM","Software",0.0054644807241857,0,0,0,0,0,0,0,NA,NA,6.05388498306274,5.87792253494263,6.68539524078369,NA,6.84508419036865,6.64964485168457,6.01185035705566,5.54517412185669,NA
"230","7030",0,0,"UK","Software",0.00313574750907719,0,0,0,NA,NA,2.83321332931519,2.63905739784241,2.99573230743408,NA,NA,3.9588611125946,6.22785902023315,7.35578536987305,NA,NA,6.3732500076294,7.94091749191284,8.48133087158203
"231","6024",0,12,"SPAIN","ICT manufacturing",0.00176723045296967,6.86152076721191,3.04452252388,6.47605228424072,2.70805025100708,2.7725887298584,3.09104251861572,3.25809645652771,3.25809645652771,7.02630758285522,6.99522495269775,7.3396897315979,7.2680459022522,7.72625637054443,6.59760189056396,6.62583303451538,7.03990459442139,6.84972333908081,7.02612161636353
"232","775",0,0,"BELGIUM","Software",0.0054644807241857,0,0,0,0,0,0.405465096235275,0.6931471824646,0.6931471824646,1.46581554412842,2.15002465248108,2.47470116615295,NA,NA,2.03629231452942,2.2688889503479,2.76788711547852,3.83131837844849,4.4699330329895
"233","7647",0,5,"UK","ICT manufacturing",0.0101458467543125,8.49158763885498,3.66356158256531,7.76910781860352,3.71357202529907,3.7376697063446,3.68887948989868,3.78418970108032,3.71357202529907,8.63467693328857,8.5744457244873,8.71290016174316,8.81393814086914,8.78733158111572,7.84551525115967,7.7585768699646,7.97268533706665,8.24376106262207,7.93599510192871
"234","2114",0,0,"FRANCE","Other R&D",0.00135906494688243,0,0,0,NA,NA,NA,NA,1.60943794250488,4.88940715789795,5.30889654159546,5.43421459197998,5.5435094833374,5.52652645111084,4.72821569442749,4.83972120285034,5.13401699066162,5.1132698059082,4.98690176010132
"235","3796",0,0,"GERMANY","Software",0.00696331541985273,0,0,0,NA,1.0986123085022,1.0986123085022,1.0986123085022,1.0986123085022,NA,5.92477560043335,NA,NA,NA,NA,NA,NA,NA,NA
"236","8355",0,3,"UK","ICT manufacturing",0.0101458467543125,11.9587697982788,5.45958566665649,10.4735231399536,5.64544677734375,5.79301357269287,5.88332223892212,5.98393630981445,6.02586603164673,12.1939172744751,12.4042825698853,12.549069404602,12.6201019287109,12.6025323867798,10.7073945999146,10.7850227355957,10.946159362793,10.8500375747681,10.8476982116699
"237","5006",0,0,"ITALY","Software",0.00359712238423526,0,0,0,0,0,0,0,0,5.26068925857544,4.62386655807495,4.410813331604,4.1012282371521,4.1782374382019,5.48513412475586,5.46244287490845,5.45663261413574,5.20030784606934,5.161208152771
"238","5959",0,3,"SPAIN","Software",0.00876232236623764,8.90448188781738,4.11087369918823,8.190185546875,4.34380531311035,4.27666616439819,4.26268005371094,4.24849510192871,4.23410654067993,8.9146728515625,9.13898658752441,8.89950370788574,9.30440330505371,9.31173610687256,8.29232406616211,8.72894859313965,8.75757694244385,9.09056663513184,9.16853427886963
"239","994",0,1,"FINLAND","ICT manufacturing",0.00615239003673196,3.30334639549255,1.60943794250488,5.79134225845337,NA,2.19722461700439,2.19722461700439,NA,NA,5.46479225158691,6.23690843582153,5.93835878372192,NA,NA,5.69958019256592,5.90162181854248,5.9111819267273,NA,NA
"240","766",0,4,"BELGIUM","Software",0.0054644807241857,7.65019845962524,3.04452252388,7.19190216064453,2.99573230743408,3.04452252388,3.04452252388,2.99573230743408,2.94443893432617,7.5110650062561,7.79803371429443,7.63559627532959,7.68028688430786,7.70471620559692,7.16163396835327,7.23560762405396,7.08053112030029,7.115478515625,7.23987674713135
"241","1766",1,0,"FRANCE","Software",0.00617688335478306,0,0,0,1.7917594909668,2.19722461700439,2.56494927406311,2.0794415473938,2.30258512496948,5.29787302017212,7.02605485916138,6.34881162643433,7.11748361587524,7.18345975875854,8.5473165512085,8.07414531707764,7.93391990661621,7.52267837524414,7.62109661102295
"242","450",0,11,"BELGIUM","Software",0.0054644807241857,4.49789762496948,0,3.99847626686096,0,0,0,0,0,4.5377893447876,4.44874286651611,4.3749508857727,4.35331678390503,NA,4.30789041519165,4.1393837928772,3.9545316696167,4.09042406082153,3.66447186470032
"243","703",0,1,"BELGIUM","TLC",0.004708097781986,6.65398645401001,2.30258512496948,9.95300674438477,2.30258512496948,2.39789533615112,2.70805025100708,2.83321332931519,2.83321332931519,2.80608463287354,7.19660329818726,8.15955638885498,7.9045000076294,7.83591413497925,9.87623119354248,9.89010334014893,9.45896434783936,8.74202251434326,8.58880710601807
"244","7112",0,15,"UK","ICT manufacturing",0.0101458467543125,8.54943752288818,3.71357202529907,7.74173307418823,4.06044292449951,4.20469284057617,3.82864141464233,3.93182563781738,4.06044292449951,9.13818073272705,9.27130031585693,8.80176734924316,9.16061782836914,9.65651035308838,8.30649662017822,8.10363292694092,7.57387590408325,8.30031585693359,8.48428821563721
"245","3945",0,0,"GERMANY","Software",0.00696331541985273,0,0,0,0.6931471824646,0.6931471824646,0.6931471824646,2.19722461700439,2.19722461700439,5.93637990951538,5.91719961166382,6.66321516036987,6.65285491943359,6.63649940490723,NA,NA,NA,NA,NA
"246","2069",0,2,"FRANCE","ICT manufacturing",0.00541679188609123,8.55141925811768,3.29583692550659,8.27760028839111,4.48863649368286,4.46590805053711,4.44265127182007,4.51085948944092,4.59511995315552,9.35272121429443,9.25857925415039,9.401442527771,9.4787483215332,9.50123023986816,9.07414436340332,8.97463130950928,9.0877742767334,9.31183052062988,9.27442932128906
"247","7920",0,10,"UK","Software",0.00313574750907719,5.0064697265625,0.6931471824646,3.444420337677,0.6931471824646,0.6931471824646,0.6931471824646,0.6931471824646,0.6931471824646,4.90768051147461,4.95707416534424,4.92286586761475,4.84607887268066,4.78513669967651,3.06420493125916,3.491783618927,3.26421356201172,3.02772235870361,3.42081713676453
"248","8032",0,4,"UK","ICT manufacturing",0.0101458467543125,10.0295190811157,5.36129236221313,9.90172004699707,6.17586708068848,NA,NA,NA,NA,10.8579015731812,NA,NA,NA,NA,10.6690578460693,NA,NA,NA,NA
"249","182",0,7,"BELGIUM","Software",0.0054644807241857,5.7128529548645,1.0986123085022,6.49435567855835,1.0986123085022,1.0986123085022,1.0986123085022,0.6931471824646,1.0986123085022,NA,NA,NA,NA,NA,6.36407375335693,4.65418720245361,4.88375854492188,4.22186183929443,4.21684455871582
"250","5487",0,8,"ITALY","Software",0.00359712238423526,4.21377658843994,2.19722461700439,4.23684167861938,2.19722461700439,2.19722461700439,2.19722461700439,0,0.6931471824646,4.32355976104736,3.8015193939209,3.84543108940125,3.4073793888092,2.21471786499023,4.21214818954468,3.94048619270325,3.80396676063538,3.70400500297546,1.62519550323486
"251","7890",0,4,"UK","Biotech",0.00952966511249542,8.3451452255249,3.52636051177979,8.61341381072998,3.40119743347168,3.465735912323,3.58351898193359,3.55534815788269,3.71357202529907,8.21078681945801,7.82605886459351,8.4104175567627,8.19714736938477,7.39049100875854,9.22104549407959,10.090708732605,9.91628360748291,9.2435827255249,9.34225845336914
"252","5530",0,2,"ITALY","Internet",0.0131201315671206,5.97315073013306,2.0794415473938,5.32013368606567,2.4849066734314,2.63905739784241,2.63905739784241,0.6931471824646,NA,6.04685497283936,6.10585403442383,5.45665311813354,5.84950637817383,5.78775930404663,5.58303928375244,5.77208662033081,5.62639141082764,5.71466970443726,5.67907285690308
"253","756",0,4,"BELGIUM","Robotics",0,8.35453224182129,2.39789533615112,8.27822494506836,2.39789533615112,2.30258512496948,NA,NA,NA,NA,NA,NA,NA,NA,8.3117847442627,8.64376068115234,NA,NA,NA
"254","3830",0,0,"GERMANY","ICT manufacturing",0.00543970987200737,0,0,0,0.6931471824646,0.6931471824646,0.6931471824646,NA,NA,5.6009635925293,5.66597032546997,NA,NA,NA,NA,NA,NA,NA,NA
"255","532",0,9,"BELGIUM","Robotics",0,10.3782691955566,5.30826759338379,10.6200017929077,1.94591009616852,1.7917594909668,1.7917594909668,1.60943794250488,1.3862943649292,7.48175382614136,7.69158124923706,8.35701084136963,8.60344886779785,8.60889148712158,11.8530187606812,11.785327911377,11.7884912490845,11.7948436737061,11.6491041183472
"256","517",0,12,"BELGIUM","TLC",0.004708097781986,9.1182451248169,2.56494927406311,8.41781520843506,2.83321332931519,2.7725887298584,NA,NA,NA,8.44821262359619,8.67663192749023,NA,NA,NA,8.72603702545166,8.86793804168701,NA,NA,NA
"257","1108",0,6,"FINLAND","Robotics",0.00325909839011729,5.904700756073,1.94591009616852,4.58671474456787,1.94591009616852,1.94591009616852,1.94591009616852,1.7917594909668,1.60943794250488,6.4156174659729,6.10076665878296,5.65512037277222,5.70515537261963,5.75877237319946,4.844895362854,4.56467151641846,4.29325914382935,4.35826253890991,4.42498540878296
"258","1170",0,8,"FINLAND","Software",0.00459496257826686,6.44032287597656,2.0794415473938,5.63658905029297,2.39789533615112,2.39789533615112,2.39789533615112,2.39789533615112,2.39789533615112,6.39105224609375,6.54856109619141,6.47042369842529,6.50183057785034,6.62761688232422,5.50866985321045,5.61579132080078,5.45047426223755,5.2010006904602,5.33890819549561
"259","6113",0,11,"SPAIN","ICT manufacturing",0.00176723045296967,7.38128042221069,3.21887588500977,6.32959413528442,NA,NA,NA,3.33220458030701,3.178053855896,NA,NA,NA,7.30594396591187,7.26867866516113,NA,NA,NA,6.33394813537598,6.64244174957275
"260","2754",0,0,"FRANCE","Internet",0.00268576550297439,0,0,0,3.33220458030701,3.04452252388,3.04452252388,3.04452252388,3.09104251861572,4.90784502029419,6.77018070220947,7.54241466522217,7.69936990737915,7.51662063598633,6.74193286895752,7.23040008544922,7.75311374664307,8.3861494064331,7.5330867767334
"261","2411",0,4,"FRANCE","Biotech",0.0089108906686306,6.16297149658203,2.19722461700439,7.52864694595337,2.56494927406311,2.94443893432617,3.29583692550659,3.61091780662537,3.76120018959045,7.14527273178101,7.40657806396484,7.08557844161987,8.55911064147949,7.82592916488647,8.0345573425293,8.07683658599854,8.58077430725098,8.70926856994629,9.06502628326416
"262","2356",0,4,"FRANCE","Other R&D",0.00135906494688243,7.59712314605713,3.61091780662537,7.20941829681396,NA,4.07753753662109,3.58351898193359,3.58351898193359,3.58351898193359,8.18289566040039,7.90180587768555,7.71503925323486,7.77810907363892,7.94308090209961,7.59980392456055,7.03561592102051,6.9847412109375,7.07970952987671,7.18114042282104
"263","195",0,0,"BELGIUM","Software",0.0054644807241857,0,0,0,NA,1.0986123085022,1.3862943649292,1.94591009616852,2.0794415473938,NA,NA,NA,NA,NA,NA,4.38329410552979,5.0122971534729,5.73161840438843,6.58007144927979
"264","3412",1,0,"GERMANY","Internet",0.00975975953042507,0,0,0,1.7917594909668,1.0986123085022,1.0986123085022,1.0986123085022,1.0986123085022,6.19153261184692,5.92853307723999,5.91386651992798,5.9035210609436,5.86727285385132,NA,NA,NA,NA,NA
"265","7620",0,8,"UK","ICT manufacturing",0.0101458467543125,10.244966506958,4.99043273925781,9.30814075469971,4.79579067230225,4.77068471908569,4.71849870681763,4.71849870681763,4.67282867431641,10.1421766281128,10.111011505127,9.96386528015137,9.82572364807129,9.75580406188965,9.35469722747803,9.26719760894775,9.04506683349609,8.88200664520264,8.73288154602051
"266","7037",0,14,"UK","Biotech",0.00952966511249542,11.0719718933105,6.44254016876221,11.2149143218994,6.46925020217896,6.58479118347168,6.74523639678955,6.75576877593994,6.78105783462524,11.1178741455078,11.452410697937,11.4478807449341,11.4409141540527,11.5580062866211,11.2934522628784,11.4756727218628,11.7712841033936,11.6946115493774,11.6901845932007
"267","6329",0,1,"SPAIN","Software",0.00876232236623764,6.80539417266846,3.13549423217773,5.69686508178711,3.95124363899231,4.31748819351196,4.55387687683105,4.70953035354614,5.00394630432129,7.73296880722046,8.07754802703857,8.37296485900879,8.59959888458252,8.73081874847412,6.67149829864502,7.08629703521729,7.20526933670044,7.23928308486938,7.36940097808838
"268","2037",0,0,"FRANCE","ICT manufacturing",0.00541679188609123,0,0,0,NA,NA,2.19722461700439,2.30258512496948,2.56494927406311,3.34345960617065,3.9267361164093,5.84898710250854,6.28630113601685,6.78222608566284,4.99896860122681,4.92963266372681,6.74249172210693,7.51873826980591,7.61910057067871
"269","8269",0,14,"UK","Software",0.00313574750907719,5.08989572525024,0.6931471824646,3.88472890853882,0.6931471824646,1.0986123085022,1.0986123085022,1.0986123085022,0.6931471824646,5.03430891036987,5.01508569717407,4.9472804069519,4.89925193786621,4.88443851470947,4.59298372268677,4.23316240310669,4.25118732452393,3.94500684738159,3.87000966072083
"270","3088",0,4,"FRANCE","Web publishing",0.00154004106298089,6.72168397903442,2.0794415473938,5.71654510498047,2.30258512496948,2.63905739784241,2.89037179946899,3.09104251861572,2.99573230743408,7.09734487533569,7.48424768447876,7.69254446029663,7.67216634750366,7.53363084793091,6.58494806289673,6.56271076202393,6.54832029342651,7.07003927230835,7.11142778396606
"271","1609",0,0,"FINLAND","Software",0.00459496257826686,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.89974474906921,4.16500568389893,NA,NA,NA,2.30986785888672,3.00164151191711
"272","6474",0,4,"SPAIN","ICT manufacturing",0.00176723045296967,6.59221172332764,2.19722461700439,5.52411842346191,2.30258512496948,2.30258512496948,2.83321332931519,2.83321332931519,2.80336046218872,6.94277715682983,6.90867328643799,7.05901861190796,7.04394721984863,6.88237714767456,6.11134815216064,5.84968662261963,6.05893325805664,6.02906560897827,5.95328617095947
"273","1086",0,6,"FINLAND","Software",0.00459496257826686,4.72175216674805,1.0986123085022,4.40420627593994,0.6931471824646,0.6931471824646,0.6931471824646,0.6931471824646,0.6931471824646,5.03421831130981,4.72347021102905,5.02065944671631,4.74421644210815,5.01681327819824,4.83652353286743,4.9374532699585,5.31004571914673,5.32616949081421,5.46577835083008
"274","5597",0,4,"ITALY","Web publishing",0.0124610587954521,5.83542680740356,1.60943794250488,5.70105361938477,1.60943794250488,1.3862943649292,0.6931471824646,0.6931471824646,NA,5.8389630317688,5.70784282684326,5.62443542480469,5.3091344833374,5.19166707992554,5.9858341217041,5.7957034111023,5.26599502563477,5.73170804977417,5.63271570205688
"275","6275",0,3,"SPAIN","Pharmaceutical",0.00445434311404824,5.57593727111816,2.0794415473938,7.24826908111572,NA,2.39789533615112,2.39789533615112,2.4849066734314,2.63905739784241,NA,6.03369903564453,6.49813890457153,6.52115345001221,7.01715135574341,NA,7.05555152893066,7.03894281387329,7.27237033843994,7.34433317184448
"276","2985",0,6,"FRANCE","Software",0.00617688335478306,8.54708957672119,2.30258512496948,7.74153995513916,3.09104251861572,3.09104251861572,3.13549423217773,2.99573230743408,2.94443893432617,8.67770004272461,8.96803951263428,8.66164493560791,8.55531692504883,8.7604169845581,8.10369396209717,8.05407238006592,8.06521797180176,8.1710262298584,8.19077777862549
"277","7141",0,2,"UK","Web publishing",0.00795228593051434,10.8829517364502,6.06842565536499,10.4060049057007,6.62007331848145,6.72142553329468,6.76157283782959,6.7900972366333,6.7405195236206,11.3835783004761,11.6112928390503,11.5801124572754,11.5071001052856,11.4942750930786,11.8039216995239,11.7508554458618,11.7509593963623,11.6641054153442,11.6365385055542
"278","1361",0,6,"FINLAND","Robotics",0.00325909839011729,8.29930019378662,3.80666255950928,7.83150672912598,3.8712010383606,3.89182019233704,3.91202306747437,4.04305124282837,4.06044292449951,8.39926910400391,8.43866920471191,8.65286445617676,8.70309162139893,8.7406177520752,7.81318712234497,7.83787679672241,7.86497163772583,8.51644134521484,8.70038509368896
"279","94",0,0,"BELGIUM","Software",0.0054644807241857,0,0,0,0,0.6931471824646,1.0986123085022,1.3862943649292,1.7917594909668,4.92416191101074,5.42223691940308,5.70211124420166,5.86517000198364,6.20341300964355,4.24623823165894,4.60122156143188,5.14499664306641,5.75515270233154,5.52874946594238
"280","8028",0,1,"UK","Web publishing",0.00795228593051434,4.29815149307251,1.0986123085022,3.29557609558105,1.0986123085022,1.0986123085022,1.0986123085022,1.0986123085022,1.0986123085022,3.92061948776245,4.4778094291687,4.6005744934082,4.56588935852051,4.50869989395142,3.24710702896118,3.55441761016846,4.20534563064575,4.33726358413696,4.64506530761719
"281","556",0,0,"BELGIUM","Software",0.0054644807241857,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7.18378305435181,6.9153733253479,6.66512298583984,6.51582431793213,6.22399091720581
"282","6543",0,15,"SPAIN","ICT manufacturing",0.00176723045296967,9.15512657165527,4.00733327865601,8.86777877807617,4.06044292449951,4.00733327865601,4.06044292449951,3.93182563781738,4.21950769424438,9.35013771057129,9.35794544219971,9.06912612915039,9.1601505279541,9.11899566650391,8.96563625335693,8.84691715240479,8.77858448028564,8.7250509262085,8.75847625732422
"283","413",0,13,"BELGIUM","Software",0.0054644807241857,7.78785753250122,2.4849066734314,7.02840614318848,2.94443893432617,3.29583692550659,3.29583692550659,3.04452252388,2.89037179946899,8.06343460083008,8.37204933166504,7.99846839904785,8.03196430206299,7.80017518997192,7.65423917770386,7.58351898193359,7.02236652374268,6.88010168075562,6.49525880813599
"284","3668",0,0,"GERMANY","Software",0.00696331541985273,0,0,0,0.6931471824646,0.6931471824646,0.6931471824646,0.6931471824646,0.6931471824646,5.37874364852905,5.35479116439819,5.34015512466431,6.4895715713501,5.03229427337646,NA,NA,NA,NA,NA
"285","199",0,15,"BELGIUM","ICT manufacturing",0.0109110744670033,6.70889663696289,3.13549423217773,8.00450706481934,3.13549423217773,2.89037179946899,2.30258512496948,2.0794415473938,1.94591009616852,7.33081912994385,6.10110807418823,7.63747644424438,8.02889060974121,7.69568347930908,7.99372959136963,6.79434871673584,7.20675563812256,8.09184741973877,7.54727983474731
"286","839",0,10,"BELGIUM","Robotics",0,7.6507511138916,3.09104251861572,9.33623504638672,2.0794415473938,1.7917594909668,1.7917594909668,1.60943794250488,1.60943794250488,8.54784202575684,NA,NA,NA,7.90195083618164,9.30798816680908,9.09859466552734,7.78662729263306,7.93614053726196,9.20469284057617
"287","4252",0,0,"GERMANY","Internet",0.00975975953042507,0,0,0,1.0986123085022,1.0986123085022,1.0986123085022,1.0986123085022,1.3862943649292,5.8153600692749,5.91719961166382,6.23822498321533,6.22787141799927,6.08118677139282,NA,NA,NA,NA,NA
"288","2838",0,10,"FRANCE","Software",0.00617688335478306,7.87368106842041,3.13549423217773,7.12943744659424,3.25809645652771,3.29583692550659,3.21887588500977,3.09104251861572,2.99573230743408,7.88377857208252,8.23611164093018,7.84240245819092,7.42105388641357,7.69552564620972,7.77956342697144,7.62986278533936,7.50341749191284,6.88735723495483,6.99912595748901
"289","5733",0,2,"ITALY","Internet",0.0131201315671206,5.66711521148682,2.7725887298584,5.77547454833984,2.7725887298584,2.70805025100708,2.7725887298584,3.13549423217773,3.29583692550659,6.49594163894653,6.92535257339478,6.3285722732544,6.98492813110352,8.6871862411499,6.42392826080322,6.56442499160767,6.10078954696655,7.96951675415039,8.2637243270874
"290","809",0,11,"BELGIUM","TLC",0.004708097781986,4.85964441299438,0.6931471824646,5.26489686965942,1.0986123085022,0.6931471824646,0.6931471824646,NA,NA,4.89527463912964,4.6623969078064,5.85638999938965,NA,NA,5.28590726852417,5.91485691070557,5.90734195709229,6.64117860794067,6.73137044906616
"291","5200",0,3,"ITALY","Software",0.00359712238423526,7.99207019805908,3.78418970108032,7.32623529434204,3.91202306747437,3.85014748573303,3.89182019233704,3.80666255950928,0.6931471824646,7.84187269210815,7.68352937698364,7.86460494995117,7.70651054382324,7.47030782699585,7.28354501724243,7.46804189682007,7.38235235214233,7.23739290237427,7.55761051177979
"292","5688",0,10,"ITALY","Software",0.00359712238423526,9.3663969039917,5.0434250831604,9.39554309844971,5.57594919204712,5.88053321838379,5.97380971908569,5.88053321838379,5.8051347732544,9.901686668396,10.2331819534302,10.399956703186,10.2509803771973,10.4208135604858,10.968204498291,10.9882297515869,10.9830932617188,10.8721046447754,10.8490495681763
"293","4494",0,0,"GERMANY","Robotics",0.00330578512512147,0,0,0,NA,NA,NA,1.7917594909668,1.7917594909668,NA,NA,NA,8.12574577331543,8.10937309265137,NA,NA,NA,NA,NA
"294","5075",0,0,"ITALY","ICT manufacturing",0.0040629762224853,0,0,0,0,0,0.6931471824646,0.6931471824646,0.6931471824646,6.15728712081909,6.57976484298706,6.72192859649658,6.7083911895752,6.86764287948608,4.88089513778687,5.21565437316895,5.27698802947998,5.33458662033081,5.4918475151062
"295","2626",0,4,"FRANCE","TLC",0.00724637694656849,4.87240409851074,1.0986123085022,5.72387409210205,1.3862943649292,NA,NA,NA,1.0986123085022,5.09096479415894,5.42493963241577,5.50137138366699,5.61413764953613,5.63027286529541,6.06027698516846,6.21575450897217,6.08008623123169,5.97047662734985,5.79480648040771
"296","5214",0,1,"ITALY","ICT manufacturing",0.0040629762224853,1.38232028484344,1.7917594909668,2.92812633514404,1.94591009616852,1.94591009616852,2.0794415473938,0,0,3.81276941299438,3.58961296081543,4.64260625839233,4.38476324081421,2.5831093788147,4.04427051544189,3.7736439704895,4.47301626205444,4.1012282371521,3.68272089958191
"297","7227",0,10,"UK","Software",0.00313574750907719,9.8159008026123,4.83628177642822,9.24521160125732,4.68213129043579,4.77912330627441,4.72738790512085,4.68213129043579,4.60517024993896,10.0058174133301,9.85601139068604,9.65688514709473,9.70061492919922,9.6083869934082,9.25819492340088,9.40610504150391,9.21721744537354,9.26064300537109,9.18259239196777
"298","1960",0,8,"FRANCE","Software",0.00617688335478306,7.8711256980896,2.30258512496948,8.16052341461182,2.39789533615112,2.39789533615112,2.4849066734314,2.56494927406311,2.56494927406311,7.78185892105103,7.77163743972778,7.86343050003052,7.87072706222534,7.93582916259766,8.13348960876465,8.19099521636963,8.33761596679688,8.35803890228271,8.44271945953369
"299","3359",0,0,"FRANCE","Software",0.00617688335478306,0,0,0,NA,NA,NA,NA,NA,NA,NA,5.24066305160522,4.90557622909546,5.8431568145752,3.80573463439941,8.10171794891357,8.06354904174805,8.12841510772705,7.99619770050049
"300","6458",0,0,"SPAIN","ICT manufacturing",0.00176723045296967,0,0,0,NA,NA,NA,NA,3.36729574203491,NA,6.97109889984131,7.47865390777588,7.68335819244385,7.8118109703064,NA,6.33959150314331,7.12113666534424,7.12435722351074,7.37265300750732
