account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,state,area_code,international_plan,voice_mail_plan,churn
103.0,29.0,211.6,111.0,35.97,237.9,84.0,20.22,209.4,93.0,9.42,14.0,7.0,3.78,2.0,MI,510.0,no,yes,no
139.0,0.0,135.45999999999998,90.0,25.28,204.3,106.0,17.37,144.1,105.0,6.48,9.8,4.0,2.65,2.0,OK,510.0,no,no,no
63.0,0.0,81.7,105.0,13.89,170.4,66.0,17.26,181.2,109.0,7.93,12.9,3.0,3.48,2.0,NE,510.0,no,no,no
115.0,0.0,143.6,135.0,24.41,278.0,119.0,23.63,46.7,84.0,2.1,9.94,3.0,3.43,0.0,FL,510.0,no,no,no
77.0,21.4,205.3,69.0,34.9,171.0,84.0,14.54,242.4,96.0,10.91,10.1,2.0,2.73,3.0,MD,415.0,no,no,no
14.0,0.0,184.5,77.0,31.37,272.5,103.0,23.16,190.3,129.0,8.56,9.7,3.0,2.62,4.0,KY,415.0,no,no,no
81.0,0.0,140.8,97.0,23.94,211.5,109.0,17.98,216.9,53.0,9.76,12.2,4.0,3.29,0.0,NY,415.0,no,no,no
113.0,0.0,140.8,107.0,23.94,195.9,87.0,21.47,215.4,136.0,9.69,9.1,4.0,2.46,3.0,KY,415.0,no,no,no
93.0,36.0,169.7,109.0,28.85,318.6,88.0,17.272,246.5,95.0,9.836000000000002,9.8,3.0,2.65,0.0,MS,415.0,yes,yes,no
77.0,0.0,168.1,83.0,29.382,202.0,91.0,16.753999999999998,173.2,91.0,7.79,10.0,3.0,2.7,3.0,WI,408.0,no,no,no
125.0,25.0,190.1,133.0,32.32,181.1,61.0,15.39,206.97999999999996,110.0,4.68,12.5,3.0,3.38,2.0,NH,415.0,no,yes,no
88.0,0.0,192.6,96.0,32.74,184.0,92.0,15.64,173.6,113.0,7.81,8.8,6.0,2.38,2.0,OR,408.0,no,no,no
89.0,0.0,234.8,95.0,39.92,109.7,87.0,9.32,180.3,99.0,8.11,10.4,2.0,2.81,0.0,WI,408.0,no,no,no
40.0,0.0,146.4,105.0,24.89,196.4,143.0,16.69,235.6,123.0,10.6,9.4,3.0,2.54,3.0,ID,510.0,no,no,no
124.0,0.0,247.2,84.0,42.02,161.9,130.0,13.76,170.3,73.0,7.66,6.1,6.0,1.65,1.0,KS,510.0,no,no,no
117.0,0.0,234.8,118.0,39.92,211.7,107.2,17.272000000000002,147.0,97.0,6.61,7.5,3.0,2.03,2.0,WY,415.0,no,no,no
83.0,0.0,185.9,115.0,31.6,232.5,98.0,19.76,205.2,124.0,9.23,10.92,2.0,2.75,2.0,MT,408.0,no,no,no
7.0,0.0,98.5,85.0,16.75,200.3,80.0,17.03,252.3,68.0,11.35,12.0,7.0,3.24,2.0,ID,408.0,no,no,no
104.0,0.0,304.0,141.0,51.68,264.1,127.0,22.45,175.64,104.0,6.21,7.2,4.0,1.94,0.0,TX,415.0,no,no,yes
128.0,2.4,140.3,108.0,23.85,235.3,111.0,20.0,200.8,57.0,9.04,6.9399999999999995,6.0,3.19,1.0,WV,415.0,no,no,no
76.0,0.0,201.5,90.0,34.26,155.2,91.0,13.19,249.6,103.0,11.23,8.6,1.0,2.32,2.0,NY,415.0,no,no,no
135.0,0.0,191.7,125.0,32.59,284.2,100.0,24.16,211.7,87.0,9.53,12.5,6.4,3.38,0.0,NJ,415.0,no,no,no
59.0,45.0,71.2,113.0,29.466,233.7,95.4,19.86,139.3,129.0,6.27,14.0,12.0,3.78,1.0,KS,510.0,no,yes,no
111.0,33.0,168.1,97.0,28.58,204.0,88.0,17.34,260.9,97.0,11.74,15.1,3.0,3.0460000000000003,1.0,IA,510.0,no,yes,no
110.0,0.0,178.4,110.0,30.33,179.1,116.0,15.22,228.1,99.0,10.26,6.5,3.8,1.76,1.0,MS,415.0,no,no,no
173.0,18.0,127.2,89.0,21.62,130.7,114.0,11.11,229.7,98.8,10.34,11.2,5.0,3.02,2.0,MI,415.0,yes,yes,no
60.0,0.0,230.7,66.0,36.288,165.4,65.0,14.06,309.1,139.0,10.998,13.3,10.0,3.59,1.0,DE,510.0,no,no,no
117.0,0.0,227.42,99.6,38.81,152.6,92.0,12.97,309.7,101.0,13.94,3.7,3.0,2.948,3.0,IL,408.0,no,no,no
54.0,0.0,197.7,84.0,33.61,221.3,85.8,14.964,189.4,109.0,8.52,7.8,3.0,2.11,2.0,VA,408.0,no,no,no
76.0,35.0,273.7,106.6,46.53,153.3,101.0,13.354,259.0,109.0,11.66,3.8,3.0,1.03,0.0,IN,415.0,no,yes,no
167.0,30.0,195.8,118.0,33.29,166.4,109.0,14.14,297.4,84.0,12.868,11.7,2.0,3.16,0.0,ME,510.0,no,yes,no
98.0,0.0,190.5,106.0,32.39,164.2,92.0,13.96,110.8,88.0,4.99,11.4,5.0,2.0839999999999996,2.0,TN,415.0,no,no,no
74.0,0.0,176.1,79.0,29.94,231.22000000000003,105.0,17.71,237.5,86.0,10.69,16.1,4.0,4.35,4.0,WV,408.0,no,no,no
112.0,7.0,210.4,78.0,35.77,172.4,90.0,14.65,240.0,105.0,10.8,11.7,3.0,3.16,2.0,TX,415.0,no,no,no
138.0,28.0,151.0,98.2,25.67,269.5,122.0,22.91,179.4,116.0,8.07,8.9,9.0,2.4,0.0,MT,415.0,no,yes,no
65.0,0.0,144.3,109.0,24.53,331.3,89.0,28.16,155.3,104.8,6.99,11.8,15.0,3.19,3.0,AL,415.0,no,no,no
194.0,42.0,203.7,109.0,34.63,231.66,125.0,16.4,220.82,81.0,14.31,10.8,16.0,2.92,3.0,FL,408.0,no,yes,no
131.0,0.0,210.1,97.0,35.72,177.3,96.0,15.07,130.2,136.0,5.86,13.3,1.0,3.59,0.0,KY,415.0,no,no,yes
54.0,0.0,230.2,89.0,39.13,148.7,110.0,12.64,255.6,112.0,11.5,8.1,3.0,2.19,4.0,PA,415.0,no,no,no
78.0,27.0,121.9,88.0,20.72,225.4,75.0,19.16,90.8,118.0,4.09,13.0,4.0,2.812,3.0,OH,415.0,no,yes,no
115.0,30.0,181.2,65.0,30.8,193.2,62.0,16.42,153.2,92.0,6.89,9.9,6.0,2.67,2.0,NY,408.0,no,yes,no
99.0,0.0,201.5,103.0,34.26,124.2,120.0,10.56,239.9,56.0,9.148,11.5,3.0,2.246,0.0,ID,415.0,no,no,no
120.0,0.0,146.0,96.0,24.82,208.7,103.0,17.74,215.5,92.8,9.7,10.5,2.0,3.21,0.0,NJ,415.0,no,no,no
112.0,0.0,105.3,101.4,17.9,187.2,92.0,15.91,206.4,101.0,9.874,11.1,2.0,3.0,4.0,CA,415.0,no,no,yes
1.0,26.0,69.7,84.0,11.85,250.4,79.0,21.28,230.2,122.0,10.36,8.3,3.0,2.24,2.0,NM,510.0,no,yes,no
94.0,0.0,208.1,72.0,35.38,188.0,79.0,16.954,162.0,96.0,7.29,4.6,5.0,1.24,2.0,VA,415.0,no,no,no
94.0,0.0,183.1,109.0,31.13,199.4,109.0,16.95,214.1,71.0,9.63,13.9,4.0,3.75,0.0,UT,415.0,no,no,no
178.0,32.0,148.7,95.0,25.28,198.6,55.0,16.88,187.0,104.8,8.41,10.4,7.0,2.81,6.0,MO,408.0,no,yes,yes
136.0,0.0,240.1,121.0,40.82,271.2,123.0,22.966,132.7,98.0,5.97,17.2,4.0,4.64,0.0,WV,510.0,no,no,yes
86.0,25.0,126.4,97.0,21.49,230.46,118.0,16.12,233.6,97.0,10.49,12.0,2.0,3.24,1.0,ND,415.0,no,yes,no
87.0,10.2,156.0,70.0,26.142000000000003,160.5,89.0,16.258,206.6,112.0,9.3,7.1,3.0,1.92,4.0,MO,408.0,no,no,yes
18.0,0.0,180.2,115.0,30.63,83.4,114.0,7.09,245.3,111.0,11.04,11.9,6.0,2.6839999999999997,1.0,KS,510.0,no,no,no
49.0,0.0,172.0,88.0,29.24,224.0,100.0,19.04,177.3,86.0,7.98,7.4,1.0,2.992,0.0,CO,415.0,no,no,no
20.0,27.0,231.6,105.0,39.37,223.3,120.0,18.98,212.0,99.0,9.54,8.9,4.0,2.97,1.0,OH,415.0,no,yes,no
131.0,29.0,42.1,114.0,7.16,183.3,70.0,15.58,189.68,82.0,7.14,10.0,1.0,2.7,0.0,IN,415.0,no,yes,no
11.0,0.0,136.6,111.0,23.22,80.6,78.0,9.49,201.7,77.0,9.08,9.9,4.0,2.67,0.0,NE,415.0,no,no,no
99.0,0.0,155.6,90.0,39.04,240.1,117.0,20.41,230.8,88.0,10.39,10.8,4.0,2.92,3.0,OK,408.0,no,no,no
61.0,0.0,234.6,126.0,39.88,208.14,98.0,17.06,171.1,81.0,7.7,8.1,2.0,2.19,0.0,ID,415.0,no,no,no
137.0,5.6,115.5,101.0,29.40600000000001,226.2,81.0,19.23,179.1,123.0,8.193999999999999,13.6,4.0,3.67,0.0,DE,415.0,no,no,no
49.0,42.0,206.14,67.0,27.03,126.3,125.0,10.74,206.8,88.0,9.31,7.4,3.0,2.0,2.0,WA,510.0,no,yes,no
83.0,0.0,286.6,114.0,48.72,101.0,138.0,8.59,199.6,146.0,8.98,13.2,4.0,3.56,1.0,MA,408.0,no,no,no
192.0,0.0,174.5,83.0,29.67,160.36,102.0,19.78,101.5,68.0,4.57,12.4,4.0,3.35,1.0,MA,510.0,no,no,no
105.0,0.0,181.37999999999997,70.0,30.92,233.5,83.0,19.85,194.6,80.0,8.76,8.1,9.0,2.754,1.0,FL,408.0,no,no,no
124.0,0.0,192.6,108.0,32.74,223.3,106.0,18.98,187.0,84.0,8.41,4.2,2.0,1.13,1.0,AR,408.0,no,no,no
90.0,0.0,235.0,103.4,39.95,267.3,94.0,22.418,222.1,119.0,9.99,5.3,4.0,1.43,3.0,AR,408.0,no,no,yes
111.0,0.0,187.8,104.2,31.93,246.0,70.0,20.91,175.9,88.0,7.92,10.5,7.0,2.84,0.0,AL,415.0,no,no,no
135.0,0.0,167.1,105.0,28.41,131.6,120.0,11.19,242.6,83.0,10.92,10.4,2.0,2.81,3.0,CA,408.0,no,no,no
121.0,22.0,212.3,107.0,36.09,238.0,94.0,20.23,332.8,114.0,14.98,10.4,2.0,2.81,1.0,RI,415.0,no,yes,no
57.0,0.0,210.02000000000004,102.2,38.66,146.4,115.0,13.8,221.66,92.0,9.51,8.3,5.0,2.24,1.0,ND,415.0,yes,no,no
63.0,0.0,162.5,86.0,27.63,165.4,112.0,14.06,163.7,67.0,7.37,13.4,6.0,3.62,4.0,MT,415.0,no,no,yes
97.0,8.0,164.2,97.0,27.91,232.2,85.0,19.130000000000003,198.8,118.0,8.95,6.5,3.0,1.76,1.0,SC,510.0,no,no,no
93.0,0.0,172.4,133.0,29.31,205.6,77.0,17.48,245.8,126.0,11.06,9.1,9.0,2.46,1.0,VA,510.0,yes,no,no
97.0,0.0,259.6,138.0,44.13,233.9,91.0,17.942,140.6,119.0,6.33,13.0,4.0,3.51,1.0,NJ,415.0,no,no,no
134.0,10.0,166.68,85.4,27.1,91.0,94.0,7.74,199.5,137.0,8.98,10.0,3.0,2.7,2.0,OK,408.0,no,yes,no
57.0,37.0,69.5,94.0,11.82,220.9,76.0,18.78,218.5,113.0,9.83,11.9,3.0,3.21,0.0,ME,510.0,no,yes,no
109.0,0.0,171.68,101.0,28.31,241.92,119.0,22.81,126.2,112.0,5.9159999999999995,10.2,3.0,2.75,3.0,OK,415.0,yes,no,no
66.0,21.0,134.4,110.0,23.11,173.68,104.0,11.58,215.6,105.0,9.7,9.7,4.0,2.62,3.0,IL,415.0,no,yes,no
162.0,21.0,205.2,128.0,34.88,231.7,128.0,18.792,180.3,100.0,8.11,10.6,3.0,2.86,2.0,GA,408.0,no,yes,no
115.0,26.0,132.3,104.6,22.49,273.4,89.0,23.24,195.7,77.0,7.661999999999999,14.8,7.0,4.0,0.0,NC,415.0,no,yes,no
132.0,0.0,175.38000000000002,144.0,23.85,294.8,89.0,21.654,153.5,126.0,6.91,11.7,4.0,3.16,2.0,HI,415.0,no,no,no
152.0,0.0,284.6,113.0,48.38,203.94,101.0,12.05,127.4,78.0,5.73,12.6,5.0,3.4,0.0,OK,415.0,no,no,no
86.0,29.0,189.3,107.0,32.97,221.3,101.0,18.81,325.6,137.0,14.65,13.8,3.0,3.094,1.0,DC,415.0,no,yes,no
36.0,0.0,226.78000000000003,132.0,31.38,193.7,69.0,16.46,283.5,83.0,12.76,5.9,3.0,1.59,1.0,SC,415.0,no,no,no
118.0,0.0,161.6,96.0,27.47,223.9,113.0,19.03,240.6,137.0,10.83,6.8,2.0,1.84,0.0,MN,415.0,no,no,no
137.0,20.0,268.5,91.0,26.57,128.8,121.0,14.588,146.4,95.0,6.59,12.7,6.0,3.43,1.0,HI,510.0,no,yes,no
67.0,0.0,173.01999999999998,77.0,30.26,214.74,88.0,19.86,175.6,88.0,7.9,10.56,4.0,1.7,2.0,NJ,415.0,no,no,no
164.0,0.0,215.6,102.0,36.65,171.6,99.0,14.59,110.4,105.0,4.97,11.3,6.0,3.05,1.0,MI,415.0,no,no,no
180.0,0.0,253.9,69.0,28.204,184.2,107.2,15.66,174.3,83.0,7.84,10.080000000000002,7.0,0.11,1.0,UT,510.0,no,no,no
80.0,22.0,182.8,88.0,31.08,229.3,111.0,19.7,313.8,85.0,14.12,11.3,2.0,3.05,1.0,IA,408.0,no,yes,no
126.0,0.0,120.0,82.0,20.4,213.6,111.0,18.16,209.98,136.0,14.08,7.5,6.0,2.03,1.0,CO,415.0,no,no,no
138.0,0.0,138.7,124.0,23.58,244.66,64.0,23.83,206.7,98.0,9.3,10.4,4.0,3.008,1.0,MS,408.0,no,no,no
101.0,0.0,178.21999999999997,121.6,32.13,171.23999999999998,101.0,15.23,186.8,170.0,8.41,11.1,6.0,3.0,0.0,MA,408.0,no,no,no
147.0,5.6,134.6,91.0,22.88,215.71999999999997,83.0,14.88,201.1,114.0,9.05,8.9,3.0,2.4,0.0,NY,408.0,no,no,no
58.0,0.0,181.4,106.0,30.84,145.8,77.0,12.39,200.3,85.0,9.01,7.9,3.0,2.13,0.0,VA,408.0,no,no,no
35.0,23.0,194.6,106.0,33.08,199.8,132.0,16.98,189.6,88.0,8.53,10.1,7.0,2.73,4.0,IN,510.0,no,yes,no
163.0,39.0,268.1,104.0,45.58,216.6,65.0,18.41,359.9,118.0,16.2,11.4,4.0,3.08,0.0,NH,415.0,no,yes,no
103.0,0.0,205.2,74.0,34.88,200.8,97.0,17.07,251.1,94.0,11.3,9.24,1.0,3.02,1.0,IL,408.0,no,no,no
152.0,5.6,302.8,143.0,51.48,189.8,69.0,16.13,214.9,114.0,9.67,10.9,4.0,2.94,2.0,AK,510.0,no,no,yes
44.0,0.0,213.2,85.0,36.24,224.0,128.0,20.264,137.8,74.0,6.2,12.5,5.0,3.38,1.0,WV,408.0,no,no,no
75.0,0.0,192.0,106.0,32.64,140.4,97.0,11.93,190.1,94.0,8.55,11.3,5.0,2.05,2.0,NH,510.0,no,no,no
103.0,0.0,107.9,111.0,18.34,166.9,129.0,14.19,208.5,78.0,9.38,8.219999999999999,3.0,2.62,1.0,NM,408.0,no,no,no
126.0,0.0,181.7,102.0,30.89,177.28000000000003,114.0,18.39,317.9,99.6,14.31,12.4,6.0,3.35,1.0,RI,510.0,no,no,no
104.0,0.0,191.8,105.0,32.61,148.7,96.0,12.64,234.8,123.0,10.57,19.3,4.0,5.21,1.0,KS,408.0,no,no,no
99.0,21.0,180.2,101.4,30.63,167.7,47.0,13.37,203.1,84.0,9.14,14.6,5.0,3.94,2.0,AR,408.0,no,yes,no
119.0,6.2,215.1,105.0,36.57,249.4,99.4,20.438,249.9,83.0,11.25,10.8,8.0,2.92,2.0,NH,408.0,no,no,no
155.0,38.0,234.6,84.0,39.88,214.9,119.0,18.27,196.7,69.0,8.85,8.0,2.0,2.16,1.0,KY,510.0,yes,yes,yes
51.0,43.0,158.2,94.0,26.89,213.2,105.0,18.12,190.4,91.0,8.57,8.5,2.0,2.3,2.0,KS,415.0,no,yes,no
142.0,0.0,204.2,98.0,34.71,188.9,85.0,16.06,231.2,136.0,10.4,6.5,6.0,1.76,1.0,SC,510.0,no,no,no
108.0,8.0,221.8,105.0,37.71,108.2,107.0,9.2,207.1,87.0,9.32,12.1,3.0,3.27,2.0,ID,415.0,no,no,no
154.0,14.0,183.0,113.0,31.11,187.0,103.8,15.9,181.1,112.0,8.15,10.2,3.0,2.75,1.0,OH,415.0,no,yes,no
171.0,4.4,221.5,103.0,37.66,109.5,90.6,9.31,134.6,115.0,6.06,11.6,4.0,3.13,1.0,AL,510.0,no,no,no
33.0,0.0,210.64,77.0,38.78,212.62000000000003,102.0,14.99,224.5,119.0,10.1,7.5,1.0,3.0780000000000003,0.0,KS,415.0,no,no,no
68.0,0.0,197.7,99.0,33.61,195.92,106.0,16.05,254.6,80.0,10.978,19.2,4.0,5.18,3.0,CT,510.0,yes,no,yes
65.0,21.0,135.1,120.0,22.422,238.4,90.0,20.26,286.4,93.0,12.89,11.0,9.0,2.97,4.0,WY,415.0,no,yes,no
95.0,35.0,238.3,86.0,40.51,258.1,132.0,21.94,194.9,72.0,8.77,13.1,4.0,2.3280000000000003,5.0,NV,415.0,no,yes,no
47.0,28.0,196.2,88.0,33.35,194.8,106.0,15.358,243.0,103.0,10.446,10.5,10.0,2.84,0.0,ID,415.0,no,yes,no
49.0,20.0,205.9,109.0,35.0,298.4,105.0,18.444,142.1,91.0,6.39,12.56,3.0,3.32,4.0,IN,415.0,no,yes,no
104.0,0.0,174.1,97.0,29.6,174.6,104.0,14.84,182.7,158.0,8.22,9.3,4.0,2.51,3.0,AK,415.0,no,no,no
173.0,0.0,154.6,81.0,26.28,147.3,100.0,12.52,132.9,100.8,5.98,6.9,5.4,1.86,0.0,AR,408.0,no,no,no
98.0,20.0,186.2,112.0,31.65,145.3,65.0,14.907999999999998,142.8,104.0,6.43,8.6,4.0,2.94,3.0,WI,415.0,yes,yes,no
81.0,0.0,176.1,113.0,29.94,162.0,80.0,13.77,160.9,83.0,7.24,11.9,4.0,3.21,1.0,IN,415.0,no,no,no
70.0,0.0,156.6,82.0,26.62,193.1,112.0,16.698,255.74,108.0,8.09,12.6,1.0,3.4,1.0,KY,408.0,no,no,no
63.0,19.0,163.0,96.2,27.71,238.4,103.0,20.26,171.8,100.0,7.73,11.3,3.0,3.05,3.0,AZ,415.0,no,yes,no
32.0,0.0,103.6,78.0,31.322000000000003,238.5,115.4,20.27,186.9,70.0,8.41,9.22,4.0,2.97,2.0,IN,415.0,no,no,no
111.0,0.0,162.1,98.0,27.56,217.6,87.0,18.5,264.1,107.0,11.88,7.7,1.0,2.08,0.0,NC,415.0,no,no,no
96.0,0.0,138.16000000000005,125.0,25.36,227.84,119.0,17.9,290.5,102.0,13.07,9.4,3.0,2.54,4.0,MD,415.0,no,no,no
79.0,0.0,187.3,108.0,31.84,177.1,97.0,15.05,269.2,135.0,12.11,9.5,3.0,2.57,3.0,NM,415.0,no,no,no
123.0,0.0,222.4,90.0,37.81,286.3,104.0,24.34,300.8,95.0,13.54,9.9,3.0,2.67,2.0,OH,510.0,no,no,yes
88.0,0.0,82.7,94.0,14.06,212.9,130.0,13.39,205.9,81.0,9.27,10.6,4.0,2.86,0.0,IN,415.0,no,no,yes
182.0,24.0,215.2,73.0,36.58,133.1,85.0,11.31,205.1,79.0,9.23,9.22,7.0,2.49,0.0,VA,408.0,no,yes,no
84.0,16.6,136.8,114.0,23.26,200.3,110.0,17.03,199.0,86.0,8.96,8.0,4.0,2.16,3.0,GA,408.0,yes,yes,no
109.0,0.0,168.0,99.4,28.56,190.8,100.0,16.22,196.9,65.0,8.86,7.1,4.0,1.92,0.0,AL,415.0,no,no,no
79.0,12.0,62.4,119.0,10.61,237.6,96.0,20.2,193.4,92.6,8.7,7.8,2.0,2.11,0.0,IA,415.0,no,yes,no
68.0,41.0,219.44,113.0,38.42,149.8,115.0,13.086000000000002,184.9,88.0,8.32,11.5,2.0,3.11,2.0,VA,415.0,no,yes,no
129.0,0.0,162.36,93.0,8.87,128.8,117.0,10.95,141.7,63.0,6.38,9.4,12.0,2.54,1.0,SD,408.0,no,no,no
70.0,0.0,205.7,80.0,34.97,221.4,103.0,18.82,206.2,117.0,9.28,14.2,5.0,3.83,2.0,NV,415.0,no,no,no
44.0,20.0,184.8,105.0,31.42,195.0,169.0,16.58,130.1,121.0,5.581999999999999,11.6,3.0,3.13,1.0,WY,415.0,no,yes,no
113.0,0.0,193.1,93.0,32.83,212.22000000000003,85.0,17.54,215.9,102.0,9.72,11.1,2.0,3.0,1.0,MA,510.0,no,no,no
38.0,0.0,228.3,129.0,38.81,141.9,83.0,12.642,268.6,116.0,12.09,9.7,3.0,2.62,2.0,NJ,415.0,no,no,no
86.0,13.6,225.5,100.4,38.34,212.46,101.0,19.49,134.0,82.0,6.03,11.6,5.6,3.13,2.0,UT,510.0,yes,yes,no
170.0,0.0,215.4,94.0,36.62,138.2,97.0,11.75,237.1,117.0,10.67,12.5,5.0,3.38,1.0,NM,408.0,no,no,no
59.0,0.0,163.5,107.0,27.8,187.1,91.0,15.9,179.1,100.0,8.06,10.3,1.0,2.78,2.0,NH,415.0,no,no,no
112.0,22.0,244.7,104.0,32.318,203.1,88.0,17.26,222.0,84.0,9.99,7.4,4.2,2.9799999999999995,0.0,NJ,510.0,no,yes,no
152.0,0.0,216.7,70.0,36.84,152.7,102.0,12.98,181.2,99.0,8.15,11.6,6.0,3.13,1.0,MA,408.0,no,no,no
108.0,15.0,196.8,79.0,33.46,173.5,99.0,14.75,219.8,108.0,12.36,14.6,5.0,3.94,1.0,GA,415.0,no,yes,no
91.0,0.0,197.3,120.0,33.54,202.4,89.0,17.2,290.5,110.6,13.07,15.3,7.0,4.13,1.0,AK,510.0,no,no,no
57.0,23.0,208.7,57.0,35.48,233.4,132.0,19.84,108.8,117.0,4.9,11.34,5.0,2.46,1.0,AR,415.0,no,yes,no
112.0,0.0,168.4,53.0,28.63,187.5,68.0,15.94,204.5,125.0,9.2,9.8,3.0,2.65,1.0,WV,408.0,no,no,no
100.0,0.0,129.4,69.0,23.716,251.3,73.0,21.36,157.1,92.0,7.07,10.4,3.0,2.81,1.0,OR,415.0,no,no,no
42.0,0.0,260.9,94.0,44.35,152.8,123.0,12.99,212.6,94.0,9.57,11.1,4.0,3.0,1.0,ID,510.0,yes,no,no
68.0,0.0,267.9,80.0,45.54,215.04,143.0,12.36,273.3,119.0,12.426000000000002,14.9,7.0,4.02,3.0,NY,415.0,no,no,yes
132.0,0.0,172.7,90.0,29.36,220.92,62.0,19.352,301.6,113.0,13.57,5.5,4.4,1.49,0.0,KY,415.0,no,no,no
137.0,0.0,159.1,80.0,27.05,239.8,81.0,17.838,249.0,96.0,11.21,8.5,5.0,2.3,0.0,RI,408.0,yes,no,no
42.0,0.0,166.8,138.0,28.36,212.4,78.0,18.05,194.7,70.0,8.76,12.4,9.0,3.35,2.0,ID,510.0,no,no,no
81.0,17.0,145.7,89.0,23.91,202.9,115.4,17.25,212.4,92.0,9.56,9.5,5.0,2.57,1.0,NH,415.0,no,yes,no
135.0,0.0,129.4,104.0,22.0,238.26,94.0,20.252,177.2,81.0,6.41,12.3,4.0,3.32,1.0,CO,408.0,no,no,no
102.0,0.0,185.88,77.0,29.16,261.0,107.0,22.19,328.8,72.0,14.8,10.2,1.0,2.75,0.0,IA,510.0,no,no,no
117.0,0.0,180.6,134.0,30.7,216.6,114.6,18.41,101.0,122.0,4.55,10.6,6.0,2.86,4.0,MT,510.0,no,no,yes
37.0,33.0,225.7,109.2,38.37,223.9,115.0,19.03,192.7,131.0,8.67,11.2,5.0,3.02,3.0,WY,510.0,no,yes,no
72.0,0.0,153.8,64.0,26.15,225.78000000000003,106.0,25.87,185.0,125.0,8.32,8.4,5.0,2.27,1.0,HI,408.0,no,no,no
48.0,0.0,176.9,110.0,30.07,274.3,114.0,23.32,115.3,125.0,5.19,9.2,2.0,2.97,1.0,WI,510.0,no,no,no
155.0,0.0,250.5,89.0,42.59,146.1,84.0,12.42,164.2,60.0,7.39,8.4,4.6,2.27,1.0,DE,415.0,no,no,no
124.0,0.0,282.8,108.0,48.08,248.64,89.0,20.94,256.4,114.8,11.54,10.3,1.0,2.78,3.0,WA,408.0,no,no,yes
91.0,0.0,142.6,90.0,24.24,286.8,102.0,24.38,222.2,113.0,10.0,14.8,3.0,4.0,0.0,UT,510.0,no,no,no
169.0,0.0,215.94,120.0,46.94,123.5,88.0,10.5,261.9,116.0,11.79,11.9,5.0,3.21,1.0,KY,510.0,no,no,no
74.0,0.0,154.3,96.2,26.23,262.3,105.0,22.3,235.3,99.0,10.59,10.26,4.0,3.75,0.0,NH,510.0,no,no,no
101.0,35.0,181.0,88.0,30.77,222.5,113.0,18.91,217.8,103.0,9.8,11.1,5.0,3.0,1.0,RI,408.0,yes,yes,no
142.0,0.0,108.1,81.0,18.38,146.9,115.0,12.49,197.6,84.0,8.89,9.0,7.0,2.258,1.0,CA,415.0,no,no,no
61.0,31.0,252.1,98.0,31.762,215.7,149.0,18.972,135.7,117.0,6.11,5.1,4.0,1.38,2.0,PA,415.0,no,yes,no
50.0,2.4,160.1,64.0,27.24,208.7,123.0,17.74,173.51999999999998,84.0,8.99,7.6,12.0,2.05,5.0,MA,510.0,no,no,yes
82.0,0.0,217.6,82.0,36.99,169.4,101.0,14.4,248.9,124.0,11.2,12.7,3.0,3.43,0.0,WI,408.0,no,no,no
142.0,22.0,198.3,144.0,33.71,157.2,96.0,13.36,180.9,114.0,8.14,11.1,4.0,3.0,2.0,MT,415.0,no,yes,no
27.0,32.0,190.3,97.0,32.35,279.0,77.0,18.132,133.8,117.0,6.02,8.4,3.0,2.27,2.0,GA,415.0,no,yes,no
165.0,23.0,184.7,63.0,32.42,168.0,62.0,14.28,176.1,103.6,7.92,8.7,5.0,2.35,1.0,AZ,408.0,no,yes,no
111.0,0.0,159.4,47.0,27.1,269.3,53.0,22.89,179.8,103.0,8.09,13.7,2.0,3.7,2.0,GA,408.0,yes,no,yes
33.0,16.0,125.1,56.0,21.27,246.6,140.0,20.96,235.4,109.0,10.59,12.6,2.0,3.27,0.0,ME,510.0,no,yes,no
55.0,0.0,181.3,100.0,30.82,200.5,122.0,17.04,226.9,99.0,10.36,10.9,2.0,2.94,1.0,ME,510.0,no,no,no
96.0,0.0,99.8,101.0,16.97,253.6,83.0,19.577999999999996,209.4,75.0,5.06,7.5,6.0,2.03,0.0,UT,510.0,yes,no,no
115.0,0.0,254.8,97.0,43.32,153.5,110.0,13.05,217.6,117.0,9.79,9.0,4.0,2.43,1.0,MD,408.0,no,no,no
65.0,6.6,205.24,72.0,41.57,206.2,88.0,17.53,299.8,110.0,13.49,7.6,1.0,2.05,5.0,DC,408.0,no,no,yes
50.0,0.0,167.7,74.0,28.51,179.9,98.0,15.29,166.5,73.0,7.49,10.9,2.0,2.63,1.0,OH,408.0,no,no,no
137.0,0.0,79.5,121.0,13.52,164.1,86.0,13.95,121.8,108.0,5.48,11.7,4.6,2.7039999999999997,2.0,MO,510.0,no,no,no
95.0,0.0,133.0,94.0,22.61,196.6,126.0,17.022,181.0,128.0,8.662,9.9,3.0,2.67,4.0,ID,408.0,no,no,yes
118.0,0.0,297.2,113.0,41.092,188.8,114.0,14.7,188.9,110.2,8.5,12.4,6.0,2.246,1.0,WA,408.0,no,no,yes
84.0,0.0,214.9,72.0,36.53,197.7,92.0,16.724,153.1,79.0,6.89,11.9,5.0,3.21,2.0,NY,415.0,no,no,no
42.0,0.0,269.9,99.0,45.88,37.8,76.0,3.21,166.6,139.0,7.816,13.8,1.0,3.73,1.0,NJ,408.0,no,no,no
