,account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,state,area_code,international_plan,voice_mail_plan,churn
6003,52.0,38.0,169.3,98.8,28.78,225.9,97.0,19.2,172.0,86.0,7.74,7.279999999999999,3.0,2.21,0.0,OK,510.0,no,yes,no
6004,64.0,27.0,201.3,101.0,34.22,143.8,89.0,12.22,150.2,127.0,6.76,12.3,3.0,3.32,1.0,DE,415.0,no,yes,no
6005,12.0,0.0,216.7,117.6,36.158,116.5,126.0,9.9,220.0,113.8,9.9,9.8,4.0,2.65,2.0,ND,510.0,yes,no,no
6006,48.0,0.0,190.4,92.0,32.37,317.5,85.0,26.99,133.4,113.0,6.0,8.3,4.0,2.24,2.0,OR,415.0,no,no,no
6007,181.0,0.0,143.3,101.8,27.188,195.5,58.0,16.62,223.3,95.0,9.714,6.0,7.0,1.62,1.0,NY,408.0,no,no,no
6008,168.0,42.0,97.4,57.0,16.56,203.6,98.0,17.31,173.9,124.0,7.956,11.4,2.0,3.08,2.0,MO,415.0,no,yes,no
6009,155.0,0.0,178.86,111.0,30.071999999999996,167.7,92.0,14.364,168.5,122.0,7.58,11.3,2.8,2.8139999999999996,3.0,FL,415.0,no,no,no
6010,105.0,15.0,234.2,83.0,41.89,256.2,101.0,21.78,169.0,151.0,7.61,3.8,4.0,1.87,0.0,ND,510.0,no,no,no
6011,11.0,0.0,143.4,130.0,24.38,289.4,70.8,24.6,194.0,97.2,8.73,9.7,6.0,2.62,2.0,NY,415.0,no,no,no
6012,182.0,0.0,104.9,111.0,17.83,198.5,120.0,16.87,258.2,91.0,11.62,8.0,5.0,2.16,2.0,ND,415.0,no,no,no
6013,104.0,0.0,156.2,93.0,26.55,193.0,54.0,16.118000000000002,222.7,94.0,10.02,13.1,5.0,3.54,1.0,NY,415.0,no,no,no
6014,102.0,0.0,114.8,125.0,19.52,81.9,126.0,6.96,304.3,101.0,13.69,12.0,4.0,3.24,0.0,OH,415.0,no,no,no
6015,122.0,0.0,232.5,96.0,39.53,205.5,120.0,17.47,213.7,91.0,9.62,11.9,2.0,3.21,0.0,AL,415.0,no,no,no
6016,41.0,0.0,143.6,117.0,24.41,152.4,108.0,12.95,194.4,110.0,8.75,8.6,3.0,2.32,1.0,SC,415.0,no,no,no
6017,132.0,0.0,176.7,132.0,30.04,244.1,80.0,20.75,176.3,120.0,7.93,9.1,4.0,2.46,2.0,GA,415.0,no,no,no
6018,76.0,0.0,245.62,148.0,44.78,230.3,69.0,19.58,170.6,95.2,7.68,11.4,5.0,3.08,1.0,WY,415.0,no,no,yes
6019,13.0,0.0,146.4,74.0,25.996,148.5,92.0,12.824000000000002,216.7,96.0,9.75,11.3,3.0,3.05,1.0,WV,415.0,no,no,no
6020,115.0,33.0,145.0,99.8,24.65,194.5,157.0,16.53,242.3,138.0,10.9,14.2,3.0,3.83,2.0,HI,415.0,no,yes,no
6021,67.0,0.0,167.8,91.0,28.53,167.7,69.0,14.25,110.3,71.0,4.96,9.1,12.0,2.27,1.0,WV,408.0,no,no,no
6022,154.0,7.8,166.9,99.0,28.37,154.9,97.0,13.17,189.4,89.0,8.52,7.2,5.0,1.94,0.0,LA,510.0,no,no,no
6023,100.0,0.0,142.5,87.0,24.23,195.7,88.0,16.114,122.1,117.0,5.49,7.8,6.4,2.11,2.0,AR,510.0,no,no,no
6024,146.0,0.0,149.5,65.0,22.61,262.8,93.0,22.34,214.3,128.0,9.64,11.2,3.0,3.02,1.0,AK,510.0,yes,no,no
6025,148.0,11.0,252.9,129.0,42.99,271.8,88.0,22.601999999999997,262.8,99.0,11.83,12.3,1.0,3.32,1.0,DC,415.0,no,yes,no
6026,67.0,28.0,95.0,94.0,16.15,291.2,73.0,24.75,159.6,114.0,7.18,10.0,2.0,2.7,2.0,AL,415.0,no,yes,no
6027,161.0,0.0,194.2,106.0,33.01,249.4,105.0,17.598,254.9,129.0,11.47,12.9,1.0,3.48,1.0,UT,510.0,yes,no,yes
6028,70.0,0.0,222.8,91.2,37.88,215.9,113.0,18.35,223.5,122.0,10.06,0.0,0.0,0.0,1.0,KS,415.0,no,no,no
6029,116.0,0.0,201.8,82.0,34.31,231.5,95.0,19.68,226.1,130.0,10.17,16.5,5.0,4.46,0.0,MN,510.0,no,no,no
6030,99.0,42.0,216.0,125.0,36.72,232.3,104.0,19.75,215.5,100.0,9.7,9.3,4.0,2.51,2.0,VA,415.0,no,yes,yes
6031,87.0,7.2,146.3,108.0,24.87,171.8,102.0,14.6,167.5,66.0,7.54,5.3,9.0,1.43,1.0,UT,415.0,no,no,no
6032,87.0,0.0,234.8,85.0,39.92,140.9,91.0,11.98,204.3,93.0,9.19,9.5,5.0,2.57,1.0,IN,510.0,no,no,no
6033,70.0,0.0,201.68,111.0,33.314,213.9,115.0,18.18,171.2,105.0,7.7,10.6,6.0,2.86,2.0,CT,408.0,no,no,no
6034,131.0,0.0,119.46,93.6,21.354,215.1,101.0,18.28,179.7,108.0,8.09,13.1,9.0,3.54,2.0,DE,408.0,no,no,no
6035,119.0,0.0,190.4,74.0,32.37,216.96,113.0,18.33,161.2,111.0,7.25,10.0,1.0,2.3880000000000003,2.0,VT,510.0,no,no,no
6036,119.0,32.0,142.6,77.0,24.24,208.2,115.8,17.7,171.0,93.2,7.69,12.0,2.0,3.24,3.0,MO,408.0,no,yes,no
6037,87.0,0.0,134.2,80.0,22.81,165.0,71.0,14.886,173.1,102.0,7.79,10.7,5.0,2.89,0.0,RI,510.0,yes,no,no
6038,112.0,0.0,111.9,92.0,19.02,114.0,143.0,9.69,146.8,79.0,6.61,14.1,3.0,3.81,5.0,CA,415.0,no,no,yes
6039,75.0,0.0,157.38,89.0,20.88,211.3,104.0,17.96,261.4,91.0,11.76,10.7,2.0,2.89,2.0,RI,415.0,no,no,no
6040,150.0,0.0,189.3,77.0,32.18,220.9,105.0,18.78,238.7,117.0,10.74,9.2,5.0,2.48,4.0,CT,510.0,no,no,no
6041,161.0,38.0,240.4,112.0,40.87,201.8,102.0,17.15,206.1,112.0,9.27,13.24,6.0,4.35,0.0,IN,510.0,no,yes,no
6042,91.0,24.0,93.5,94.0,15.9,183.4,128.0,15.59,240.7,133.0,10.83,9.9,3.0,2.67,0.0,FL,510.0,yes,yes,no
6043,124.0,0.0,158.6,104.0,26.96,211.2,77.0,17.95,179.3,104.0,8.07,10.2,8.0,2.75,3.0,KS,415.0,no,no,no
6044,94.0,0.0,243.2,109.0,41.34,158.76000000000002,88.0,12.5,94.9,99.0,5.703999999999999,7.2,4.0,1.94,4.0,NY,510.0,yes,no,no
6045,217.0,0.0,176.4,115.0,29.99,158.8,128.0,14.684,306.6,107.0,13.8,9.3,3.0,2.51,4.0,TX,408.0,no,no,no
6046,158.0,0.0,200.88,129.0,37.55,242.2,108.0,21.492,246.42,75.0,10.5,6.4,5.0,1.73,0.0,RI,510.0,no,no,no
6047,102.0,0.0,144.4,87.0,24.55,266.5,128.0,22.65,217.6,59.0,9.79,7.1,7.0,1.92,0.0,NV,415.0,no,no,no
6048,85.0,12.4,212.3,107.0,36.09,227.23999999999995,103.0,19.41,163.3,116.0,7.35,7.7,3.0,2.08,0.0,UT,510.0,no,no,no
6049,79.0,0.0,147.0,72.0,24.99,165.7,102.0,14.08,243.2,107.0,10.94,8.4,9.0,2.27,1.0,OK,510.0,no,no,no
6050,139.0,25.0,96.2,112.0,16.35,178.9,70.0,15.21,182.1,84.0,8.19,12.9,10.0,3.48,2.0,MN,510.0,no,yes,no
6051,103.0,0.0,256.53999999999996,108.4,44.78,179.1,69.0,15.22,214.7,112.0,9.66,10.3,2.0,2.78,0.0,NC,415.0,no,no,no
6052,98.0,0.0,12.5,67.0,2.13,256.6,90.0,21.81,169.4,88.0,7.62,7.7,9.0,2.08,1.0,OR,415.0,yes,no,no
6053,78.0,0.0,162.3,116.0,27.59,192.4,86.0,16.35,240.6,100.0,10.83,10.1,3.0,2.73,2.0,NH,408.0,no,no,no
6054,50.0,0.0,183.6,107.0,31.21,58.6,118.0,4.98,202.6,99.0,9.12,8.7,3.0,2.35,1.0,AK,408.0,no,no,no
6055,161.0,0.0,178.1,109.0,30.102000000000004,146.5,86.0,12.45,137.6,78.0,6.19,8.5,2.0,2.3,1.0,OR,415.0,no,no,no
6056,67.0,0.0,201.4,101.0,34.24,97.6,122.0,13.89,202.5,119.0,9.246,7.0,3.0,1.89,0.0,KS,408.0,no,no,no
6057,86.0,38.0,123.0,158.0,20.91,133.9,119.0,13.444000000000004,138.2,103.0,6.22,13.3,4.6,3.59,1.0,WV,415.0,no,yes,no
6058,92.0,0.0,208.0,125.0,35.36,198.9,76.0,16.91,76.4,97.0,3.44,8.6,6.0,2.32,0.0,GA,510.0,no,no,no
6059,174.0,0.0,239.2,72.0,40.66,188.5,124.0,16.02,105.6,116.0,4.75,9.420000000000002,3.0,2.534,1.0,NM,415.0,no,no,no
6060,124.0,0.0,193.0,97.0,32.81,89.8,101.6,7.63,172.8,104.0,7.78,15.3,3.0,4.13,1.0,OH,510.0,no,no,no
6061,132.0,31.0,174.5,101.0,29.67,245.6,97.8,20.88,172.8,76.0,7.78,10.3,9.0,2.78,1.0,ND,415.0,no,yes,no
6062,190.0,15.6,116.7,71.0,19.84,145.9,88.0,12.096,175.1,103.0,7.88,9.9,3.0,2.498,1.0,RI,415.0,no,yes,no
6063,101.0,0.0,93.8,127.0,15.95,150.0,104.0,12.75,241.1,116.0,10.85,10.7,2.0,2.89,1.0,HI,510.0,no,no,no
6064,185.0,30.0,154.1,114.0,26.2,118.7,106.0,10.09,258.4,105.0,11.63,12.9,3.0,3.48,2.0,WY,415.0,yes,yes,no
6065,68.0,29.0,239.5,82.0,40.72,189.72000000000003,105.0,16.124000000000002,167.8,70.0,7.55,9.9,5.2,2.67,0.0,NY,415.0,no,yes,no
6066,117.0,25.0,216.0,123.8,36.72,224.1,69.0,17.548000000000002,267.9,112.0,12.06,11.8,4.0,3.19,0.0,KS,510.0,no,yes,no
6067,118.0,0.0,187.4,86.8,31.86,177.8,89.0,15.11,233.4,97.0,10.5,12.2,6.0,3.29,1.0,LA,408.0,no,no,no
6068,124.0,0.0,167.4,119.0,28.46,233.2,143.0,18.57,109.6,115.0,4.93,10.3,5.0,2.536,0.0,PA,415.0,no,no,no
6069,22.0,0.0,160.4,102.0,26.802,218.1,88.0,18.54,192.9,115.0,8.68,12.5,4.0,3.38,1.0,NV,510.0,no,no,no
6070,75.0,0.0,136.2,92.0,24.34,209.1,142.0,17.722,173.0,96.0,7.79,11.9,9.0,3.21,1.0,MN,415.0,no,no,no
6071,134.0,0.0,205.3,122.0,34.9,240.5,155.0,20.44,179.1,107.0,8.06,7.3,9.0,1.35,1.0,PA,408.0,no,no,no
6072,164.0,25.0,219.1,88.0,37.25,151.5,99.0,12.53,50.1,60.0,2.25,14.3,6.0,3.86,1.0,MO,408.0,no,yes,no
6073,44.0,0.0,143.2,77.0,23.576,169.8,114.0,14.43,215.8,77.0,9.564,7.6,4.0,2.05,1.0,NY,510.0,no,no,no
6074,177.0,0.0,232.8,106.0,39.58,175.2,97.0,14.89,212.2,77.0,9.55,12.5,7.0,3.38,2.0,ME,415.0,no,no,no
6075,110.0,0.0,162.0,83.8,27.54,247.5,89.0,21.04,155.5,99.0,7.0,8.9,8.0,2.4,0.0,NH,408.0,no,no,no
6076,53.0,27.0,25.9,119.0,14.82,206.5,96.0,17.55,228.1,64.0,10.26,6.5,7.0,1.76,1.0,WY,415.0,no,yes,no
6077,108.0,6.2,154.2,123.0,26.21,112.3,86.0,9.55,246.4,75.0,11.09,15.4,4.0,4.16,4.0,NY,415.0,no,no,yes
6078,80.0,0.0,322.3,113.0,54.79,222.0,95.0,18.87,162.8,123.0,7.33,6.7,8.0,1.994,0.0,ME,408.0,no,no,yes
6079,158.0,0.0,209.9,112.0,35.68,221.3,82.0,18.81,210.0,93.0,9.45,9.34,3.0,2.21,1.0,MN,408.0,no,no,no
6080,114.0,0.0,191.5,93.8,32.602000000000004,175.2,95.8,14.89,220.3,118.0,9.91,0.0,0.0,0.0,0.0,OH,415.0,no,no,no
6081,64.0,19.0,291.1,139.8,49.49,226.7,123.0,19.27,219.1,67.0,9.86,7.68,2.0,2.076,1.0,NC,408.0,no,yes,no
6082,88.0,0.0,215.6,115.0,36.65,216.2,81.0,18.38,171.3,65.0,7.71,12.760000000000002,1.0,3.4480000000000004,3.0,SD,415.0,no,no,no
6083,82.0,0.0,208.8,101.0,35.5,213.7,87.0,18.16,175.1,86.0,8.524,12.4,6.0,3.35,3.0,UT,510.0,yes,no,no
6084,111.0,0.0,255.9,97.0,40.988,204.1,129.0,17.35,171.3,84.0,7.71,12.3,5.0,3.32,3.0,KY,415.0,no,no,no
6085,60.0,0.0,252.7,97.0,42.96,187.1,121.0,18.79,109.9,100.0,4.95,12.4,4.0,3.35,2.0,MT,408.0,no,no,no
6086,113.0,0.0,132.1,72.0,24.356,247.5,102.0,21.04,246.2,123.0,11.08,6.9,5.4,2.374,3.0,NJ,408.0,no,no,no
6087,109.0,0.0,217.0,115.0,36.89,207.0,142.0,17.6,268.0,106.0,10.474,8.2,4.0,2.21,1.0,FL,408.0,no,no,no
6088,105.0,42.0,101.9,79.0,17.32,223.1,97.0,18.96,241.6,77.0,10.87,12.9,2.0,3.48,0.0,IN,510.0,no,yes,no
6089,85.0,0.0,211.5,100.0,35.96,202.06,88.0,15.69,164.3,113.0,7.39,13.3,4.0,3.59,2.0,DE,510.0,no,no,no
6090,131.0,0.0,153.4,86.0,26.08,198.5,81.0,16.87,164.4,83.0,7.482000000000001,10.4,3.0,2.81,0.0,AL,510.0,no,no,no
6091,59.0,0.0,166.3,95.0,28.27,239.3,87.0,20.34,131.62000000000003,108.0,5.54,10.84,3.0,2.7,2.0,ME,510.0,no,no,no
6092,148.0,4.8,177.74,87.0,31.48,170.4,97.0,14.48,165.1,104.0,7.43,9.5,13.0,2.57,1.0,SD,408.0,no,no,no
6093,210.0,0.0,104.6,121.0,17.78,149.5,71.0,16.407999999999998,255.1,67.0,11.48,6.5,8.0,1.76,2.0,VA,408.0,no,no,no
6094,115.0,0.0,218.3,105.0,36.012,159.0,94.6,13.52,229.9,74.0,10.35,7.2,8.0,1.94,0.0,AK,415.0,no,no,no
6095,106.0,0.0,274.4,120.0,46.65,198.6,82.0,16.88,160.8,62.0,7.112,6.0,3.0,1.62,1.0,ID,510.0,no,no,no
6096,93.0,0.0,98.4,78.0,16.73,227.68,129.0,21.22,248.2,114.0,11.17,14.2,4.0,3.83,1.0,RI,415.0,no,no,no
6097,57.0,29.0,279.9,121.0,47.58,223.1,109.0,18.96,251.7,91.6,11.33,11.12,2.0,3.51,1.0,KY,415.0,no,yes,no
6098,98.0,0.0,187.2,115.6,31.82,195.6,88.0,16.63,181.8,129.0,8.18,5.1,4.0,1.38,1.0,ND,510.0,no,no,no
6099,157.0,0.0,276.2,95.0,46.95,165.8,119.0,14.09,151.6,79.0,6.82,2.2,4.0,0.59,3.0,HI,415.0,no,no,no
6100,116.0,35.0,200.4,104.0,34.07,272.8,89.0,23.19,214.5,100.0,9.65,8.3,4.0,2.24,1.0,WI,415.0,no,yes,no
6101,30.0,0.0,162.3,96.0,27.59,244.0,122.0,20.74,180.1,89.0,8.1,9.1,4.0,2.46,2.0,WV,510.0,no,no,no
6102,111.0,7.4,176.9,113.4,30.07,102.8,56.0,8.74,213.7,84.0,9.62,10.5,2.0,2.84,4.0,NJ,510.0,no,no,yes
6103,52.0,0.0,165.5,78.0,28.14,205.5,89.0,17.47,213.6,124.0,9.61,12.2,6.0,3.29,0.0,KS,415.0,no,no,no
6104,72.0,0.0,217.8,93.0,37.03,189.7,113.0,16.12,182.6,91.0,8.22,10.4,5.0,2.81,4.0,AL,415.0,no,no,no
6105,135.0,28.0,201.4,100.0,34.24,246.5,117.0,20.95,154.8,131.0,7.394,12.9,4.0,3.48,2.0,NJ,510.0,no,yes,yes
6106,86.0,0.0,190.5,115.0,32.39,179.6,130.0,17.684,258.5,89.0,11.63,10.1,5.0,2.73,3.0,NC,510.0,no,no,no
6107,98.0,29.0,179.9,97.0,29.062,189.2,89.0,16.08,164.3,76.0,7.39,12.8,7.0,3.46,3.0,DE,415.0,no,yes,no
6108,151.0,0.0,235.9,103.2,40.1,80.6,92.8,6.85,212.8,116.0,9.58,5.8,2.0,1.57,3.0,WY,510.0,no,no,no
6109,118.0,0.0,140.4,112.0,23.87,187.1,60.0,15.9,207.9,155.0,9.36,7.9,1.0,2.13,0.0,ID,415.0,no,no,no
6110,117.0,0.0,144.6,115.0,24.58,258.8,66.0,22.0,253.2,113.0,11.39,7.4,9.0,2.0,2.0,NY,415.0,no,no,no
6111,55.0,0.0,187.5,100.0,32.13,118.5,99.0,10.07,248.1,87.0,11.16,17.1,6.0,4.62,0.0,MO,510.0,no,no,no
6112,82.0,0.0,101.0,98.2,17.17,155.6,104.0,13.23,304.4,93.0,13.7,13.3,2.0,3.59,0.0,ID,408.0,no,no,no
6113,152.0,0.0,206.3,98.0,32.84400000000001,292.8,82.0,24.89,43.7,121.0,1.97,10.6,4.0,2.86,1.0,IA,415.0,no,no,no
6114,108.0,15.0,165.1,85.0,27.344,230.38,93.0,22.7,250.7,114.0,11.28,10.9,4.0,2.94,1.0,TN,408.0,no,yes,no
6115,98.0,0.0,195.8,129.0,28.05,202.6,113.0,17.22,172.3,94.0,7.75,12.5,6.0,3.38,1.0,OH,408.0,no,no,yes
6116,130.0,0.0,155.9,95.0,26.5,256.1,97.0,21.77,262.9,103.0,11.83,11.7,3.0,3.16,3.0,IL,415.0,no,no,no
6117,136.0,0.0,199.2,122.0,33.86,214.7,114.0,19.604000000000003,150.9,105.0,6.79,11.8,7.0,3.19,1.0,FL,408.0,yes,no,no
6118,47.0,0.0,155.3,116.4,26.4,188.2,85.0,16.0,247.0,73.0,11.12,12.3,5.2,3.32,3.0,MA,415.0,no,no,no
6119,189.0,0.0,208.3,106.0,35.41,236.7,111.2,20.12,179.1,120.0,8.06,13.48,5.0,3.05,3.0,OK,415.0,no,no,no
6120,107.0,0.0,163.88,86.4,26.842,162.6,116.0,13.82,150.0,138.0,6.75,12.1,6.0,3.27,1.0,KY,415.0,no,no,no
6121,91.0,0.0,154.4,165.0,26.25,168.3,121.0,14.31,239.9,81.0,10.8,11.7,4.0,3.16,5.0,MI,415.0,no,no,yes
6122,159.0,0.0,189.1,105.0,32.15,246.1,147.0,19.892000000000003,242.0,99.4,10.89,10.4,5.0,2.81,1.0,NE,415.0,no,no,yes
6123,11.0,24.0,131.5,98.0,22.36,230.2,111.0,19.57,283.7,87.0,12.77,10.0,2.2,2.7,2.0,VA,408.0,no,yes,no
6124,167.0,0.0,166.4,92.8,28.29,243.2,135.0,20.67,229.2,95.0,10.31,9.9,5.0,2.67,1.0,NY,415.0,no,no,no
6125,111.0,0.0,142.3,75.0,24.19,122.8,106.0,10.44,229.5,94.0,10.562,12.8,5.8,3.46,2.0,MT,408.0,no,no,no
6126,99.0,11.4,87.7,103.0,14.91,223.0,86.0,18.96,182.3,112.0,8.2,7.3,4.0,1.97,2.0,VT,408.0,no,yes,no
6127,159.0,7.6,184.1,94.6,31.3,194.5,71.0,16.53,225.6,101.0,10.15,16.9,3.0,4.56,0.0,KS,415.0,no,yes,no
6128,114.0,19.6,174.5,104.0,29.67,201.83999999999995,100.4,19.06,116.3,91.0,5.23,12.3,10.0,3.32,2.0,VA,415.0,yes,yes,no
6129,71.0,0.0,103.3,103.0,17.56,138.5,79.0,11.77,164.8,98.0,7.42,9.0,2.0,2.43,2.0,AL,415.0,no,no,no
6130,122.0,0.0,35.1,62.0,5.97,173.44,89.0,15.37,251.6,58.0,11.224,12.7,2.0,3.43,1.0,PA,415.0,no,no,no
6131,100.0,25.0,246.6,94.0,41.92,141.4,112.0,12.02,189.8,109.0,8.54,13.0,5.0,3.51,1.0,AL,408.0,no,yes,no
6132,83.0,37.0,141.1,109.0,29.926,210.5,101.0,17.89,173.82,102.0,8.09,12.000000000000002,4.0,3.19,1.0,WV,415.0,no,yes,no
6133,64.0,0.0,148.1,73.0,25.081999999999997,164.9,91.0,14.02,216.0,114.8,9.72,12.46,2.0,3.32,5.0,NV,408.0,no,no,yes
6134,105.0,7.2,198.64,84.0,35.05,250.3,138.0,21.79,117.1,91.0,5.27,9.0,3.0,2.65,1.0,TN,408.0,no,no,no
6135,144.0,33.0,251.6,87.0,42.77,197.6,118.0,18.174,209.2,97.0,9.41,12.2,3.0,2.742,2.0,ID,415.0,no,yes,no
6136,106.0,26.0,270.3,106.6,45.95,215.2,90.0,18.924,254.0,133.0,11.43,14.4,7.0,3.89,1.0,WY,415.0,yes,yes,yes
6137,19.0,34.0,156.6,97.0,26.62,224.2,97.0,19.06,260.9,135.0,11.74,11.3,1.0,3.05,1.0,TX,510.0,no,yes,no
6138,46.0,0.0,148.98000000000002,81.0,23.7,223.7,113.0,19.01,173.1,77.0,7.79,13.6,6.0,3.67,1.0,MA,408.0,no,no,no
6139,127.0,0.0,220.2,108.0,37.43,188.4,124.0,16.146,172.7,113.0,7.77,11.7,3.0,3.16,2.0,IL,510.0,no,no,no
6140,9.0,39.0,214.1,108.0,36.4,169.2,98.6,14.38,189.7,117.0,8.54,10.1,3.0,2.73,1.0,LA,415.0,no,yes,no
6141,157.0,0.0,196.0,74.0,33.32,213.4,96.0,18.14,196.8,81.0,8.86,9.0,6.0,2.13,1.0,CO,415.0,no,no,no
6142,105.0,0.0,138.34,71.0,18.09,240.1,83.0,20.41,147.7,114.0,6.65,5.3,4.0,1.43,6.0,UT,415.0,no,no,yes
6143,105.0,29.0,179.4,113.0,30.5,275.4,100.0,20.018,246.1,105.0,11.07,10.0,5.0,2.7,0.0,MI,415.0,no,yes,no
6144,155.0,0.0,216.7,66.4,36.84,144.3,125.0,12.27,135.3,106.0,6.09,10.8,1.0,2.92,2.0,NH,408.0,no,no,no
6145,31.0,0.0,169.08,129.0,30.14,163.01999999999998,105.0,12.99,162.9,92.0,7.33,5.1,2.0,1.38,0.0,ID,415.0,no,no,no
6146,161.0,0.0,151.6,117.0,26.432,219.4,87.0,18.65,224.7,68.0,10.11,4.0,5.0,1.6939999999999995,1.0,WA,415.0,no,no,no
6147,95.0,32.0,262.2,123.0,44.57,165.2,82.0,14.04,194.3,57.0,8.872,10.6,5.0,2.86,0.0,MN,408.0,no,yes,no
6148,122.0,0.0,173.6,110.0,29.51,112.62,84.0,7.79,211.7,103.0,9.53,11.36,7.0,2.62,3.0,NY,415.0,no,no,no
6149,37.0,9.8,106.6,76.0,18.12,147.4,89.0,12.53,235.8,113.0,10.61,9.6,8.0,2.59,2.0,MD,415.0,yes,no,no
6150,132.0,0.0,193.3,106.0,32.86,128.3,94.0,10.91,162.1,119.0,7.29,9.4,4.0,2.8020000000000005,5.0,GA,415.0,no,no,yes
6151,119.0,24.0,217.2,94.0,36.92,138.7,52.0,11.79,139.3,72.8,6.27,11.3,4.0,3.05,0.0,HI,408.0,no,yes,no
6152,16.0,0.0,209.5,89.0,35.62,172.8,85.0,14.69,94.1,102.0,4.23,8.8,4.0,2.38,1.0,AL,408.0,no,no,no
6153,99.0,0.0,112.9,105.0,16.22,207.2,101.0,17.61,136.0,117.0,6.12,5.6,5.0,1.51,1.0,CT,408.0,no,no,no
6154,76.0,26.0,214.6,104.8,36.48,205.2,87.0,17.44,134.6,120.0,6.06,8.1,2.0,2.19,1.0,CO,408.0,no,yes,no
6155,167.0,0.0,119.72,120.0,22.37,211.3,96.0,17.96,168.3,97.0,7.57,11.1,4.0,2.994,4.0,KS,415.0,no,no,yes
6156,129.0,0.0,168.4,113.8,28.63,217.1,129.0,18.45,81.6,100.0,5.484,11.8,7.0,3.19,1.0,NJ,415.0,no,no,no
6157,116.0,0.0,146.4,123.0,24.89,176.6,113.0,15.006,212.6,102.0,9.57,7.8,5.0,2.11,1.0,FL,408.0,no,no,no
6158,60.0,0.0,183.0,110.0,32.75,206.7,93.0,17.57,203.8,119.0,9.17,11.1,6.0,3.0,1.0,CA,415.0,yes,no,no
6159,128.0,0.0,103.3,122.0,17.56,245.9,123.0,20.9,161.1,96.2,7.25,6.4,6.2,1.73,0.0,KS,415.0,no,no,no
6160,47.0,28.0,112.2,70.0,19.07,154.8,106.0,13.16,192.6,105.0,7.5,10.6,2.0,2.86,0.0,TX,408.0,no,yes,no
6161,40.0,6.2,170.7,55.0,29.02,179.1,108.0,15.22,281.9,89.0,12.69,8.2,7.8,2.21,3.0,MN,510.0,yes,no,no
6162,173.0,0.0,172.5,78.0,29.33,142.6,91.0,12.12,106.2,63.0,4.59,10.9,2.0,2.94,0.0,AK,510.0,no,no,no
6163,157.0,22.8,194.3,107.0,33.03,243.2,108.0,20.67,322.2,114.0,14.5,7.1,5.0,1.92,1.0,OR,510.0,no,yes,no
6164,66.0,32.0,187.8,117.0,31.93,175.98000000000002,90.0,12.02,132.3,113.0,5.95,11.88,3.0,3.24,2.0,MS,408.0,no,yes,no
6165,50.0,26.0,307.1,94.0,52.21,289.4,98.0,24.6,174.9,99.6,7.87,8.0,3.0,2.16,0.0,VT,415.0,yes,yes,no
6166,72.0,0.0,118.2,104.4,27.422000000000004,159.2,136.0,14.21,214.2,106.0,9.64,12.2,3.0,3.29,3.0,UT,415.0,no,no,no
6167,130.0,0.0,154.0,97.0,26.18,205.9,106.0,17.5,206.83999999999995,75.0,10.52,12.9,1.0,3.034,1.0,KS,510.0,no,no,no
6168,143.0,0.0,155.5,101.0,26.44,213.4,89.0,18.14,237.9,61.0,10.71,7.6,11.0,2.05,1.0,NV,408.0,no,no,no
6169,89.0,0.0,125.6,108.0,21.35,213.0,90.0,18.11,181.7,108.0,8.18,5.4,5.0,1.46,1.0,DE,510.0,yes,no,no
6170,108.0,0.0,199.3,104.0,33.452000000000005,224.2,92.0,19.06,140.1,57.0,6.3,15.2,2.0,4.1,0.0,IN,415.0,no,no,no
6171,32.0,0.0,157.9,88.0,26.84,180.8,132.0,15.37,132.5,102.0,5.96,12.8,3.0,3.46,1.0,TX,408.0,no,no,no
6172,166.0,0.0,167.40000000000003,81.0,34.58,167.7,110.0,14.25,132.0,124.0,5.94,9.2,5.0,2.48,2.0,MA,415.0,no,no,no
6173,109.0,0.0,222.2,113.0,37.77,218.5,122.0,17.974,266.0,88.0,11.97,10.9,4.4,2.676,1.0,VT,408.0,no,no,no
6174,72.0,39.0,92.8,98.0,15.78,271.2,115.0,23.05,167.1,83.0,7.52,5.8,7.0,1.634,1.0,CA,408.0,no,yes,no
6175,134.0,32.0,201.26,86.2,36.86,102.2,111.0,8.69,174.0,83.0,7.83,9.44,2.0,2.32,0.0,IA,415.0,no,yes,no
6176,13.0,0.0,193.2,89.0,32.84,194.4,90.0,16.52,186.5,104.0,8.39,9.7,2.0,2.62,4.0,NH,415.0,no,no,no
6177,90.0,0.0,113.2,108.0,19.24,189.3,63.0,16.09,271.8,124.0,12.23,14.1,4.0,3.81,3.0,GA,415.0,no,no,no
6178,111.0,27.8,166.2,54.0,28.25,238.8,109.0,20.3,108.8,92.0,4.9,11.2,2.6,3.02,3.0,WI,415.0,no,yes,no
6179,101.0,23.0,262.2,101.0,44.57,157.0,80.0,13.35,129.1,100.0,5.81,8.419999999999998,7.2,1.97,1.0,CO,408.0,no,yes,no
6180,72.0,0.0,207.8,92.0,35.33,195.7,110.0,16.63,184.8,124.0,8.32,13.1,4.0,3.54,0.2,SC,415.0,no,no,no
6181,67.0,35.0,245.4,89.0,41.72,173.28,102.0,12.6,274.0,136.0,12.33,8.86,6.0,2.03,1.0,MI,510.0,no,yes,no
